# Wlen(nm) Flux Flux_err
2.014304385229120726e+03 -2.523989204581296295e-05 1.650068732693850393e-04
2.014310716180429608e+03 -1.312771687800399763e-04 1.650068732693850393e-04
2.014317130458404563e+03 1.201996151040286712e-04 1.650068732693850393e-04
2.014323455764699929e+03 4.223659127060947968e-04 1.650068732693850393e-04
2.014329780947398831e+03 5.100605053595080440e-04 1.650068732693850393e-04
2.014336106006487171e+03 2.882733273974944464e-04 1.650068732693850393e-04
2.014342430941951079e+03 2.387267146389749001e-04 1.650068732693850393e-04
2.014348755753776913e+03 -2.150203686441544122e-04 1.650068732693850393e-04
2.014355103659045881e+03 1.466757569367129626e-04 1.650068732693850393e-04
2.014361498803912127e+03 1.804218042003345799e-04 1.650068732693850393e-04
2.014367823195290157e+03 -6.334845918879843931e-05 1.650068732693850393e-04
2.014374147462970313e+03 2.074843862654682811e-04 1.650068732693850393e-04
2.014380471606937590e+03 3.507360066813065337e-04 1.650068732693850393e-04
2.014386795627177889e+03 3.314672003911605367e-04 1.650068732693850393e-04
2.014393119523677342e+03 3.115257972659026529e-04 1.650068732693850393e-04
2.014399481805221512e+03 7.592293079218053950e-04 1.650068732693850393e-04
2.014405860392987506e+03 1.237165520450275030e-03 1.650068732693850393e-04
2.014412183868706052e+03 1.577139277689184119e-03 1.650068732693850393e-04
2.014418507220623724e+03 1.817884648204320811e-03 1.650068732693850393e-04
2.014424830448726198e+03 1.882351524953910843e-03 1.650068732693850393e-04
2.014431153552999831e+03 2.829952563704278296e-03 1.650068732693850393e-04
2.014437476533429617e+03 3.340634792790982480e-03 1.650068732693850393e-04
2.014443850611759217e+03 3.599414554749443863e-03 1.650068732693850393e-04
2.014450215220238078e+03 4.067447171089920953e-03 1.650068732693850393e-04
2.014456537779552946e+03 4.409872918126936901e-03 1.650068732693850393e-04
2.014462860214964621e+03 4.415508492193809427e-03 1.650068732693850393e-04
2.014469182526458098e+03 5.153297838911299195e-03 1.650068732693850393e-04
2.014475504714019962e+03 5.409180028748889098e-03 1.650068732693850393e-04
2.014481826777635661e+03 6.245914386409632570e-03 1.650068732693850393e-04
2.014488210071453068e+03 6.716875734397306612e-03 1.650068732693850393e-04
2.014494563280264174e+03 6.793942912474569724e-03 1.650068732693850393e-04
2.014500884922430487e+03 6.928101372578787144e-03 1.650068732693850393e-04
2.014507206440590380e+03 7.389225474965386599e-03 1.650068732693850393e-04
2.014513527834730667e+03 7.786818735991413686e-03 1.650068732693850393e-04
2.014519849104836567e+03 7.823954501260773492e-03 1.650068732693850393e-04
2.014526170250893529e+03 7.992644195214521768e-03 1.650068732693850393e-04
2.014532560177092591e+03 7.835338392982416425e-03 1.650068732693850393e-04
2.014538904567662030e+03 8.210826592079431552e-03 1.650068732693850393e-04
2.014545225291934912e+03 7.994359824485189683e-03 1.650068732693850393e-04
2.014551545892098602e+03 7.566067542503431172e-03 1.650068732693850393e-04
2.014557866368139912e+03 7.122621250109860760e-03 1.650068732693850393e-04
2.014564186720043381e+03 6.977290501771979576e-03 1.650068732693850393e-04
2.014570506947796503e+03 5.828116663820343685e-03 1.650068732693850393e-04
2.014576900921460037e+03 5.807187202171592080e-03 1.650068732693850393e-04
2.014583239077023563e+03 6.678157281290243372e-03 1.650068732693850393e-04
2.014589558882656547e+03 7.280613151610501946e-03 1.650068732693850393e-04
2.014595878564077339e+03 7.050597594791196791e-03 1.650068732693850393e-04
2.014602198121273659e+03 6.870884727822184311e-03 1.650068732693850393e-04
2.014608517554229593e+03 6.878724650910656227e-03 1.650068732693850393e-04
2.014614836862931725e+03 6.842067397632380435e-03 1.650068732693850393e-04
2.014621232297331062e+03 6.121039040457208757e-03 1.650068732693850393e-04
2.014627566802935235e+03 5.941349594391731430e-03 1.650068732693850393e-04
2.014633885689181852e+03 6.442876536468231975e-03 1.650068732693850393e-04
2.014640204451114641e+03 7.239680823838925104e-03 1.650068732693850393e-04
2.014646523088718141e+03 8.084023935214824930e-03 1.650068732693850393e-04
2.014652841601979162e+03 8.995634334298001356e-03 1.650068732693850393e-04
2.014659159990884064e+03 1.006102964516296210e-02 1.650068732693850393e-04
2.014665554297477684e+03 1.051574612430941462e-02 1.650068732693850393e-04
2.014671887739979638e+03 1.096217210204164169e-02 1.650068732693850393e-04
2.014678205706092967e+03 1.108043444459519931e-02 1.650068732693850393e-04
2.014684523547789013e+03 1.140797671060785230e-02 1.650068732693850393e-04
2.014690841265053905e+03 1.094404169093688220e-02 1.650068732693850393e-04
2.014697158857873092e+03 1.100733572292996593e-02 1.650068732693850393e-04
2.014703476326231794e+03 1.148639974415924421e-02 1.650068732693850393e-04
2.014709866914662143e+03 1.071115516811510689e-02 1.650068732693850393e-04
2.014716201882734822e+03 1.061229954189239072e-02 1.650068732693850393e-04
2.014722518927967258e+03 1.089262186466443544e-02 1.650068732693850393e-04
2.014728835848678500e+03 1.153949843287099125e-02 1.650068732693850393e-04
2.014735152644855816e+03 1.136372835714016642e-02 1.650068732693850393e-04
2.014741469316484654e+03 1.094363281840024689e-02 1.650068732693850393e-04
2.014747785863550462e+03 1.060667947825650638e-02 1.650068732693850393e-04
2.014754170141643044e+03 9.686205208267123848e-03 1.650068732693850393e-04
2.014760509225772921e+03 9.939283571938017925e-03 1.650068732693850393e-04
2.014766825349375722e+03 1.076089011160052608e-02 1.650068732693850393e-04
2.014773141348354329e+03 1.126134659998803342e-02 1.650068732693850393e-04
2.014779457222695555e+03 1.103862690997092257e-02 1.650068732693850393e-04
2.014785772972385530e+03 1.087239054943303466e-02 1.650068732693850393e-04
2.014792088597408792e+03 9.884688968444991716e-03 1.650068732693850393e-04
2.014798463971171486e+03 1.050579787227644453e-02 1.650068732693850393e-04
2.014804809763663116e+03 1.047908039415987314e-02 1.650068732693850393e-04
2.014811124964885948e+03 1.026090004798344349e-02 1.650068732693850393e-04
2.014817440041383634e+03 1.038220456959913773e-02 1.650068732693850393e-04
2.014823754993139346e+03 9.955100220401606401e-03 1.650068732693850393e-04
2.014830069820140125e+03 1.005921030337357698e-02 1.650068732693850393e-04
2.014836384522372100e+03 9.622793516479289169e-03 1.650068732693850393e-04
2.014842748395994249e+03 8.458559625460522827e-03 1.650068732693850393e-04
2.014849103490968218e+03 7.485917422138481207e-03 1.650068732693850393e-04
2.014855417769063251e+03 8.007186852300333946e-03 1.650068732693850393e-04
2.014861731922328318e+03 7.320144743288667377e-03 1.650068732693850393e-04
2.014868045950748410e+03 6.409676926906708073e-03 1.650068732693850393e-04
2.014874359854311024e+03 6.374075581512509033e-03 1.650068732693850393e-04
2.014880673633000697e+03 5.158213150188072083e-03 1.650068732693850393e-04
2.014887023408847654e+03 4.014437390352165562e-03 1.650068732693850393e-04
2.014893390402247633e+03 3.803418905327917050e-03 1.650068732693850393e-04
2.014899703756463168e+03 3.755650934960583047e-03 1.650068732693850393e-04
2.014906016985745964e+03 3.266423483825671003e-03 1.650068732693850393e-04
2.014912330090080332e+03 2.736634463383268764e-03 1.650068732693850393e-04
2.014918643069453537e+03 2.767471215291593227e-03 1.650068732693850393e-04
2.014924955923850121e+03 2.547894207219476587e-03 1.650068732693850393e-04
2.014931289002467111e+03 2.319902930644944343e-03 1.650068732693850393e-04
2.014937670492055076e+03 2.501328424542484212e-03 1.650068732693850393e-04
2.014943982921640782e+03 1.950901852354230276e-03 1.650068732693850393e-04
2.014950295226189610e+03 1.792565132151187650e-03 1.650068732693850393e-04
2.014956607405686327e+03 9.482200326927330133e-04 1.650068732693850393e-04
2.014962919460118883e+03 6.576261599660908515e-04 1.650068732693850393e-04
2.014969231389471815e+03 7.306113502809122827e-04 1.650068732693850393e-04
2.014975545169576435e+03 6.557508696129053143e-04 1.650068732693850393e-04
2.014981943754941085e+03 3.124013714375084290e-04 1.650068732693850393e-04
2.014988255259144353e+03 8.571700535923691298e-04 1.650068732693850393e-04
2.014994566638207289e+03 2.512296208129236410e-04 1.650068732693850393e-04
2.015000877892115568e+03 4.634432521165314425e-04 1.650068732693850393e-04
2.015007189020855094e+03 -2.702079705218969076e-04 1.650068732693850393e-04
2.015013500024411769e+03 -1.668277806236567870e-04 1.650068732693850393e-04
2.015019810902770359e+03 2.758249189502499140e-04 1.650068732693850393e-04
2.015026191185135531e+03 -1.968037722443385506e-04 1.650068732693850393e-04
2.015032520763518278e+03 -8.982087676152451068e-05 1.650068732693850393e-04
2.015038831216343397e+03 4.152453308782845824e-04 1.650068732693850393e-04
2.015045141543910177e+03 -1.477918241643884367e-04 1.650068732693850393e-04
2.015051451746203611e+03 -2.561480045745588726e-04 1.650068732693850393e-04
2.015057761823210285e+03 -3.827167700217800489e-05 1.650068732693850393e-04
2.015064071774915874e+03 1.436079277373841713e-04 1.650068732693850393e-04
2.015070427197358413e+03 1.115365300585978279e-04 1.650068732693850393e-04
2.015076779429302633e+03 2.222840953146684316e-04 1.650068732693850393e-04
2.015083088955135963e+03 -1.983129639442204732e-04 1.650068732693850393e-04
2.015089398355607273e+03 -3.528682456012623603e-04 1.650068732693850393e-04
2.015095707630702464e+03 4.294128365806275816e-04 1.650068732693850393e-04
2.015102016780406530e+03 4.094795253866485483e-04 1.650068732693850393e-04
2.015108325804706510e+03 1.498689293138438134e-05 1.650068732693850393e-04
2.015114653760208739e+03 6.147681400772413846e-04 1.650068732693850393e-04
2.015121031251030900e+03 6.615340226688395421e-04 1.650068732693850393e-04
2.015127339849119153e+03 8.989492187308605877e-04 1.650068732693850393e-04
2.015133648321741248e+03 1.343530915107263735e-03 1.650068732693850393e-04
2.015139956668883315e+03 1.360127615319399420e-03 1.650068732693850393e-04
2.015146264890531484e+03 1.806818421824750659e-03 1.650068732693850393e-04
2.015152572986669611e+03 2.223295631970678612e-03 1.650068732693850393e-04
2.015158880957285419e+03 3.069862846615996517e-03 1.650068732693850393e-04
2.015165266132099987e+03 3.506658635853612555e-03 1.650068732693850393e-04
2.015171583892822582e+03 4.173215037055887956e-03 1.650068732693850393e-04
2.015177891436841264e+03 4.067735726949742864e-03 1.650068732693850393e-04
2.015184198855275781e+03 4.440514766930464888e-03 1.650068732693850393e-04
2.015190506148111353e+03 4.560062354191369086e-03 1.650068732693850393e-04
2.015196813315334111e+03 4.212989664204700238e-03 1.650068732693850393e-04
2.015203120356930185e+03 4.116767283911641935e-03 1.650068732693850393e-04
2.015209472491116458e+03 4.168340342590322843e-03 1.650068732693850393e-04
2.015215821080770411e+03 4.368644448152997871e-03 1.650068732693850393e-04
2.015222127695430345e+03 3.604782101390986270e-03 1.650068732693850393e-04
2.015228434184401749e+03 3.575502616391513719e-03 1.650068732693850393e-04
2.015234740547670754e+03 4.187686283543466843e-03 1.650068732693850393e-04
2.015241046785222352e+03 4.459928005777785524e-03 1.650068732693850393e-04
2.015247352897043584e+03 5.359817122787182558e-03 1.650068732693850393e-04
2.015253669377834967e+03 6.310162735478983508e-03 1.650068732693850393e-04
2.015260051407483161e+03 7.196105510898659699e-03 1.650068732693850393e-04
2.015266357092027874e+03 7.882547344347581864e-03 1.650068732693850393e-04
2.015272662650780831e+03 8.529381969321656737e-03 1.650068732693850393e-04
2.015278968083727250e+03 9.191143664543308112e-03 1.650068732693850393e-04
2.015285273390851671e+03 9.654621915596593718e-03 1.650068732693850393e-04
2.015291578572141361e+03 1.009226502476034265e-02 1.650068732693850393e-04
2.015297883627580404e+03 9.968447160467268017e-03 1.650068732693850393e-04
2.015304248024202025e+03 1.002796832204984855e-02 1.650068732693850393e-04
2.015310579621149600e+03 9.704072860413004084e-03 1.650068732693850393e-04
2.015316884248926954e+03 8.695147999033597461e-03 1.650068732693850393e-04
2.015323188750793179e+03 7.925673905414435533e-03 1.650068732693850393e-04
2.015329493126733496e+03 7.822842189988157141e-03 1.650068732693850393e-04
2.015335797376734263e+03 7.678820090711887918e-03 1.650068732693850393e-04
2.015342101500781610e+03 7.376238435147648188e-03 1.650068732693850393e-04
2.015348424658007843e+03 7.546633188544623998e-03 1.650068732693850393e-04
2.015354795277303765e+03 7.674703202756844901e-03 1.650068732693850393e-04
2.015361098973348135e+03 7.975559880046653727e-03 1.650068732693850393e-04
2.015367402543377239e+03 8.016593370776644439e-03 1.650068732693850393e-04
2.015373705987376525e+03 8.357633618911381942e-03 1.650068732693850393e-04
2.015380009305331214e+03 7.820079755628485743e-03 1.650068732693850393e-04
2.015386312497227209e+03 8.011854474082442251e-03 1.650068732693850393e-04
2.015392615563051550e+03 7.733609025473341982e-03 1.650068732693850393e-04
2.015398980287917311e+03 7.730667838815825053e-03 1.650068732693850393e-04
2.015405306818550116e+03 8.158628276015338424e-03 1.650068732693850393e-04
2.015411609455983353e+03 8.871216261955552213e-03 1.650068732693850393e-04
2.015417911967282407e+03 9.168415690876128080e-03 1.650068732693850393e-04
2.015424214352433410e+03 9.230896585195928761e-03 1.650068732693850393e-04
2.015430516611421126e+03 9.324781354601222386e-03 1.650068732693850393e-04
2.015436818744231232e+03 9.383380281277563933e-03 1.650068732693850393e-04
2.015443136635295787e+03 9.319938467707480217e-03 1.650068732693850393e-04
2.015449507779031137e+03 9.358323556651322248e-03 1.650068732693850393e-04
2.015455809483110897e+03 9.490720510095472170e-03 1.650068732693850393e-04
2.015462111060951884e+03 9.459359569477401516e-03 1.650068732693850393e-04
2.015468412512539089e+03 9.157248743766190774e-03 1.650068732693850393e-04
2.015474713837859326e+03 9.624612309520825040e-03 1.650068732693850393e-04
2.015481015036897361e+03 9.563178885716160441e-03 1.650068732693850393e-04
2.015487316109640005e+03 9.831782789044382631e-03 1.650068732693850393e-04
2.015493669210575490e+03 9.572347225478656726e-03 1.650068732693850393e-04
2.015500002619253564e+03 8.356364930107367667e-03 1.650068732693850393e-04
2.015506303262876372e+03 8.579992410261107899e-03 1.650068732693850393e-04
2.015512603780140807e+03 8.552822988654220845e-03 1.650068732693850393e-04
2.015518904171033682e+03 7.376722633533685201e-03 1.650068732693850393e-04
2.015525204435539763e+03 6.576523351996590647e-03 1.650068732693850393e-04
2.015531504573645179e+03 6.335375937938277253e-03 1.650068732693850393e-04
2.015537805237951034e+03 5.571926255234686300e-03 1.650068732693850393e-04
2.015544188858901180e+03 4.791028322848680208e-03 1.650068732693850393e-04
2.015550488567545244e+03 3.850166632870937865e-03 1.650068732693850393e-04
2.015556788149727936e+03 3.271432517580379930e-03 1.650068732693850393e-04
2.015563087605432429e+03 3.690931003750135778e-03 1.650068732693850393e-04
2.015569386934646218e+03 4.092971762513341466e-03 1.650068732693850393e-04
2.015575686137354069e+03 4.067649372111214676e-03 1.650068732693850393e-04
2.015581985213541429e+03 4.567430583737924245e-03 1.650068732693850393e-04
2.015588314720360586e+03 4.554045836761562438e-03 1.650068732693850393e-04
2.015594666969443324e+03 4.872246662257855541e-03 1.650068732693850393e-04
2.015600965615781661e+03 5.524534455561961634e-03 1.650068732693850393e-04
2.015607264135538117e+03 5.593605507863948570e-03 1.650068732693850393e-04
2.015613562528697912e+03 6.145028919784751263e-03 1.650068732693850393e-04
2.015619860795247632e+03 5.894174498591722884e-03 1.650068732693850393e-04
2.015626158935171816e+03 5.831456157535954386e-03 1.650068732693850393e-04
2.015632456948457047e+03 5.785910031568685177e-03 1.650068732693850393e-04
2.015638811908066145e+03 5.461698115219268228e-03 1.650068732693850393e-04
2.015645136172781577e+03 5.290441577874512892e-03 1.650068732693850393e-04
2.015651433755828293e+03 5.172412875113881030e-03 1.650068732693850393e-04
2.015657731212173076e+03 4.956411282252039426e-03 1.650068732693850393e-04
2.015664028541801827e+03 5.236983052013603236e-03 1.650068732693850393e-04
2.015670325744701131e+03 4.544161908016207049e-03 1.650068732693850393e-04
2.015676622820855300e+03 3.980022469653173717e-03 1.650068732693850393e-04
2.015682919770251146e+03 3.518693385737399308e-03 1.650068732693850393e-04
2.015689296790204025e+03 2.952078808629706071e-03 1.650068732693850393e-04
2.015695596460775505e+03 2.616326672458239248e-03 1.650068732693850393e-04
2.015701892979542663e+03 2.200370258838835451e-03 1.650068732693850393e-04
2.015708189371489652e+03 1.415252566071039525e-03 1.650068732693850393e-04
2.015714485636600330e+03 1.324393974744861313e-03 1.650068732693850393e-04
2.015720781774861734e+03 6.957573431348743282e-04 1.650068732693850393e-04
2.015727077786259770e+03 5.890377951676976833e-04 1.650068732693850393e-04
2.015733390781428170e+03 4.818300553057706915e-04 1.650068732693850393e-04
2.015739752244849569e+03 1.365131247675657169e-04 1.650068732693850393e-04
2.015746047825275809e+03 4.715500130914120113e-04 1.650068732693850393e-04
2.015752343278777062e+03 2.960971811788344621e-04 1.650068732693850393e-04
2.015758638605336955e+03 6.775116779150793769e-05 1.650068732693850393e-04
2.015764933804942075e+03 1.103466029067771867e-04 1.650068732693850393e-04
2.015771228877578096e+03 5.219147788100992605e-04 1.650068732693850393e-04
2.015777523823230013e+03 6.663933475504701617e-05 1.650068732693850393e-04
2.015783852491524840e+03 2.677273611854960557e-04 1.650068732693850393e-04
2.015790195743835284e+03 3.744262700878728256e-05 1.650068732693850393e-04
2.015796490258125914e+03 -1.593130851919621384e-05 1.650068732693850393e-04
2.015802784645370821e+03 -9.714977136407991097e-05 1.650068732693850393e-04
2.015809078905555452e+03 -1.627166960398576732e-04 1.650068732693850393e-04
2.015815373038666621e+03 -9.482749722746112802e-05 1.650068732693850393e-04
2.015821667044687729e+03 -1.769853374020504994e-04 1.650068732693850393e-04
2.015827960923605360e+03 -3.887505913327130914e-04 1.650068732693850393e-04
2.015834301864719691e+03 -1.832699147973693220e-04 1.650068732693850393e-04
2.015840630303994658e+03 1.787415251625714991e-04 1.650068732693850393e-04
2.015846923751160602e+03 -2.041847665601133138e-04 1.650068732693850393e-04
2.015853217071160543e+03 1.744890574004643214e-04 1.650068732693850393e-04
2.015859510263980155e+03 2.133689595645007413e-04 1.650068732693850393e-04
2.015865803329605797e+03 1.833459105578521482e-05 1.650068732693850393e-04
2.015872096268022233e+03 1.972260801341266278e-04 1.650068732693850393e-04
2.015878389079215367e+03 9.186857479146608987e-04 1.650068732693850393e-04
2.015884738890108110e+03 5.649718088199862966e-04 1.650068732693850393e-04
2.015891055917156564e+03 6.936958138822116576e-04 1.650068732693850393e-04
2.015897348296206474e+03 1.155212169881934120e-03 1.650068732693850393e-04
2.015903640547970781e+03 1.956915562406508994e-03 1.650068732693850393e-04
2.015909932672434479e+03 2.857345583924432095e-03 1.650068732693850393e-04
2.015916224669584608e+03 3.059918446605998290e-03 1.650068732693850393e-04
2.015922516539405251e+03 4.112669954258440716e-03 1.650068732693850393e-04
2.015928808281882084e+03 5.111421240841853078e-03 1.650068732693850393e-04
2.015935163556773205e+03 5.768334399654282720e-03 1.650068732693850393e-04
2.015941472575140551e+03 6.215421265362505894e-03 1.650068732693850393e-04
2.015947763885082395e+03 6.429499605984852553e-03 1.650068732693850393e-04
2.015954055067619265e+03 7.207688626797134450e-03 1.650068732693850393e-04
2.015960346122735928e+03 7.554019814653051106e-03 1.650068732693850393e-04
2.015966637050417830e+03 7.950265703426648289e-03 1.650068732693850393e-04
2.015972927850650649e+03 8.351893430276627686e-03 1.650068732693850393e-04
2.015979218523419604e+03 8.577414818028386567e-03 1.650068732693850393e-04
2.015985575853788760e+03 8.932865760299116970e-03 1.650068732693850393e-04
2.015991880269757530e+03 9.197193680507359873e-03 1.650068732693850393e-04
2.015998170509599959e+03 9.238838017039695261e-03 1.650068732693850393e-04
2.016004460621916223e+03 8.993121245908701142e-03 1.650068732693850393e-04
2.016010750606692454e+03 9.938333847196043069e-03 1.650068732693850393e-04
2.016017040463913190e+03 9.790545585329921141e-03 1.650068732693850393e-04
2.016023330193565016e+03 9.490035940227913719e-03 1.650068732693850393e-04
2.016029619795633153e+03 9.550499881396438961e-03 1.650068732693850393e-04
2.016035975770216282e+03 9.257001600604991901e-03 1.650068732693850393e-04
2.016042278992812498e+03 8.747324421976954145e-03 1.650068732693850393e-04
2.016048568161560979e+03 8.523028141875563582e-03 1.650068732693850393e-04
2.016054857202663470e+03 8.647476816747138098e-03 1.650068732693850393e-04
2.016061146116105192e+03 8.141773557849604770e-03 1.650068732693850393e-04
2.016067434901871366e+03 8.267955935150141794e-03 1.650068732693850393e-04
2.016073723559948348e+03 8.838277527198306130e-03 1.650068732693850393e-04
2.016080012090320906e+03 8.981072663798097752e-03 1.650068732693850393e-04
2.016086363295107731e+03 9.031562564962770934e-03 1.650068732693850393e-04
2.016092668736099313e+03 1.005672670058989533e-02 1.650068732693850393e-04
2.016098956832759995e+03 1.033876723357883033e-02 1.650068732693850393e-04
2.016105244801654180e+03 1.024809523917232304e-02 1.650068732693850393e-04
2.016111532642767315e+03 9.694775715886800455e-03 1.650068732693850393e-04
2.016117820356084394e+03 9.110086747511868255e-03 1.650068732693850393e-04
2.016124107941590410e+03 8.901144999449960016e-03 1.650068732693850393e-04
2.016130395399271947e+03 9.297313365822377357e-03 1.650068732693850393e-04
2.016136738417504830e+03 8.898776273124048286e-03 1.650068732693850393e-04
2.016143049491407510e+03 8.961377759365394755e-03 1.650068732693850393e-04
2.016149336514984270e+03 8.436852583135511993e-03 1.650068732693850393e-04
2.016155623410673570e+03 8.461767211218282694e-03 1.650068732693850393e-04
2.016161910178461767e+03 8.531342694404265778e-03 1.650068732693850393e-04
2.016168196818333172e+03 8.131284126523979569e-03 1.650068732693850393e-04
2.016174483330273915e+03 8.386364459054601941e-03 1.650068732693850393e-04
2.016180769714268536e+03 8.407576855363812704e-03 1.650068732693850393e-04
2.016187101126438392e+03 7.942827681087774247e-03 1.650068732693850393e-04
2.016193421250514348e+03 6.752079587038659243e-03 1.650068732693850393e-04
2.016199707200010835e+03 6.427911356263058679e-03 1.650068732693850393e-04
2.016205993021499580e+03 5.864357959523104798e-03 1.650068732693850393e-04
2.016212278714965578e+03 4.479945521865411930e-03 1.650068732693850393e-04
2.016218564280394730e+03 3.801637876137215367e-03 1.650068732693850393e-04
2.016224849717772031e+03 2.826165914244197983e-03 1.650068732693850393e-04
2.016231135027082701e+03 2.381956927589198338e-03 1.650068732693850393e-04
2.016237451410923541e+03 2.961127259922135060e-03 1.650068732693850393e-04
2.016243784005191173e+03 4.075188799437829724e-03 1.650068732693850393e-04
2.016250068879609898e+03 5.559376892348624234e-03 1.650068732693850393e-04
2.016256353625899919e+03 7.232247450434418738e-03 1.650068732693850393e-04
2.016262638244046684e+03 7.742981785167479987e-03 1.650068732693850393e-04
2.016268922734035186e+03 7.582984732489047794e-03 1.650068732693850393e-04
2.016275207095851783e+03 7.809200071506711659e-03 1.650068732693850393e-04
2.016281491329480787e+03 8.150413607818826969e-03 1.650068732693850393e-04
2.016287789259972214e+03 8.555571817308642302e-03 1.650068732693850393e-04
2.016294137747201830e+03 8.681271117942066656e-03 1.650068732693850393e-04
2.016300421545543941e+03 8.912046971168744239e-03 1.650068732693850393e-04
2.016306705215637066e+03 8.582582490893161248e-03 1.650068732693850393e-04
2.016312988757465291e+03 9.045808371100293524e-03 1.650068732693850393e-04
2.016319272171015200e+03 9.246542928665970468e-03 1.650068732693850393e-04
2.016325555456271331e+03 9.280724038516013907e-03 1.650068732693850393e-04
2.016331838613219361e+03 8.978584234151872762e-03 1.650068732693850393e-04
2.016338121641843827e+03 8.287322562432827486e-03 1.650068732693850393e-04
2.016344475488871467e+03 7.963444906109205107e-03 1.650068732693850393e-04
2.016350765189566800e+03 7.566670111598215211e-03 1.650068732693850393e-04
2.016357047782462587e+03 6.677968540593532017e-03 1.650068732693850393e-04
2.016363330246973419e+03 6.553241532976647639e-03 1.650068732693850393e-04
2.016369612583083835e+03 6.651177218540604320e-03 1.650068732693850393e-04
2.016375894790779739e+03 6.718549838747776837e-03 1.650068732693850393e-04
2.016382176870045896e+03 6.755146049199437126e-03 1.650068732693850393e-04
2.016388458820868436e+03 6.306653508512685691e-03 1.650068732693850393e-04
2.016394786946363638e+03 6.419639030958598086e-03 1.650068732693850393e-04
2.016401099803423904e+03 5.921359096597439420e-03 1.650068732693850393e-04
2.016407381318122361e+03 5.699588036476643978e-03 1.650068732693850393e-04
2.016413662704313765e+03 5.658413117456338216e-03 1.650068732693850393e-04
2.016419943961984018e+03 5.215925723428566779e-03 1.650068732693850393e-04
2.016426225091118795e+03 4.232741896519867826e-03 1.650068732693850393e-04
2.016432506091702862e+03 3.905613150637651278e-03 1.650068732693850393e-04
2.016438786963721213e+03 3.289752105236836994e-03 1.650068732693850393e-04
2.016445085934039525e+03 2.589388106877807145e-03 1.650068732693850393e-04
2.016451425378852036e+03 2.388654467489928750e-03 1.650068732693850393e-04
2.016457705814351357e+03 1.711378922885008810e-03 1.650068732693850393e-04
2.016463986121221978e+03 1.320699604945230893e-03 1.650068732693850393e-04
2.016470266299450486e+03 1.179783247898516171e-03 1.650068732693850393e-04
2.016476546349021874e+03 7.152384876332971162e-04 1.650068732693850393e-04
2.016482826269921361e+03 1.323047635404750130e-04 1.650068732693850393e-04
2.016489106062134169e+03 4.073371886257419450e-04 1.650068732693850393e-04
2.016495385725645519e+03 2.265971864272259913e-04 1.650068732693850393e-04
2.016501728622486553e+03 -8.231957000823574369e-05 1.650068732693850393e-04
2.016508021262878174e+03 -3.206662220994051606e-04 1.650068732693850393e-04
2.016514300489425750e+03 3.490048694117540507e-05 1.650068732693850393e-04
2.016520579587209113e+03 4.528895128927268722e-04 1.650068732693850393e-04
2.016526858556214393e+03 6.216937718876261215e-05 1.650068732693850393e-04
2.016533137396425673e+03 1.886175259109994012e-04 1.650068732693850393e-04
2.016539416107828856e+03 3.130165707016191543e-04 1.650068732693850393e-04
2.016545694690409846e+03 5.198999302009652901e-04 1.650068732693850393e-04
2.016552001145573286e+03 3.138780488720374043e-04 1.650068732693850393e-04
2.016558327655422545e+03 -2.398337434893356955e-04 1.650068732693850393e-04
2.016564605800643676e+03 1.338934877603958754e-04 1.650068732693850393e-04
2.016570883816978039e+03 -1.390393782079700773e-04 1.650068732693850393e-04
2.016577161704412447e+03 2.994002734530470033e-04 1.650068732693850393e-04
2.016583439462932120e+03 -3.113526436014273980e-04 1.650068732693850393e-04
2.016589717092522051e+03 -1.225373233100165451e-04 1.650068732693850393e-04
2.016595994593167006e+03 -7.228532714728649119e-05 1.650068732693850393e-04
2.016602271964853117e+03 -3.773924177417713448e-05 1.650068732693850393e-04
2.016608614182950987e+03 6.931713594751409734e-04 1.650068732693850393e-04
2.016614902046585939e+03 7.327838298759899562e-04 1.650068732693850393e-04
2.016621178980467221e+03 3.329451445270629160e-04 1.650068732693850393e-04
2.016627455785325992e+03 6.606067905694081119e-04 1.650068732693850393e-04
2.016633732461148384e+03 1.034950969977670209e-03 1.650068732693850393e-04
2.016640009007919161e+03 1.976029166705434853e-03 1.650068732693850393e-04
2.016646285425623319e+03 2.030058150666701287e-03 1.650068732693850393e-04
2.016652561714247213e+03 2.329997435847567123e-03 1.650068732693850393e-04
2.016658860191687381e+03 2.732585472997401278e-03 1.650068732693850393e-04
2.016665189218956129e+03 3.477812974800238623e-03 1.650068732693850393e-04
2.016671465069377291e+03 2.859826449316130084e-03 1.650068732693850393e-04
2.016677740790655207e+03 3.411614516148354839e-03 1.650068732693850393e-04
2.016684016382773962e+03 3.990250015862602771e-03 1.650068732693850393e-04
2.016690291845719685e+03 4.741698702897275026e-03 1.650068732693850393e-04
2.016696567179477142e+03 5.209509223706674033e-03 1.650068732693850393e-04
2.016702842384031328e+03 5.881870302839506057e-03 1.650068732693850393e-04
2.016709117459368144e+03 6.576829551915668731e-03 1.650068732693850393e-04
2.016715443522144824e+03 6.579964857402881978e-03 1.650068732693850393e-04
2.016721742075402517e+03 6.947306736756759214e-03 1.650068732693850393e-04
2.016728016712091403e+03 6.548155006620711739e-03 1.650068732693850393e-04
2.016734291219500165e+03 7.050577008620882366e-03 1.650068732693850393e-04
2.016740565597612658e+03 7.070439684900446664e-03 1.650068732693850393e-04
