# Wlen(nm) Transmission Continuum
2.066820164662225125e+03 8.950404370921037911e-01 5.121736817499066285e-01
2.066827303656308686e+03 8.962939556816229558e-01 5.121728690788515115e-01
2.066834278625401566e+03 8.989383568712062678e-01 5.121720881367164413e-01
2.066841299329757931e+03 9.025138423289521539e-01 5.121713150877272858e-01
2.066848392088488254e+03 9.057465684284163876e-01 5.121705473438799006e-01
2.066855326356929254e+03 9.081438032505497748e-01 5.121698096010650625e-01
2.066862472996416727e+03 9.098134017521903871e-01 5.121690625345138859e-01
2.066869439110630992e+03 9.110328253662179909e-01 5.121683472850027119e-01
2.066876466975068979e+03 9.120896357907820606e-01 5.121676386273964487e-01
2.066883551363976039e+03 9.130861926689134433e-01 5.121669373974893080e-01
2.066890485128993532e+03 9.140514340032077634e-01 5.121662638208774876e-01
2.066897638240128344e+03 9.151202915379230696e-01 5.121655821286011934e-01
2.066904596672566186e+03 9.163705551197109944e-01 5.121649318266390249e-01
2.066911630523110489e+03 9.176455997113051044e-01 5.121642873246106120e-01
2.066918707715514302e+03 9.186987743785998140e-01 5.121636518693309936e-01
2.066925640976819523e+03 9.194159645059079011e-01 5.121630419815473845e-01
2.066932799385307135e+03 9.197781345788040852e-01 5.121624253996738263e-01
2.066939751309609164e+03 9.197983922496231202e-01 5.121618393342849407e-01
2.066946789971747876e+03 9.194922381880110684e-01 5.121612587185699894e-01
2.066953861141508241e+03 9.188502136760153816e-01 5.121606883325202642e-01
2.066960793898810152e+03 9.178348955835712308e-01 5.121601416563970055e-01
2.066967956429824426e+03 9.163677225576862817e-01 5.121595898878679165e-01
2.066974903020163765e+03 9.142896000509863619e-01 5.121590673817192352e-01
2.066981945318848830e+03 9.113311893442119782e-01 5.121585503500509784e-01
2.066989011640358967e+03 9.070702812841312523e-01 5.121580443612926414e-01
2.066995943893368349e+03 9.011697530756332952e-01 5.121575604198684850e-01
2.067003109371542450e+03 8.936175168599159724e-01 5.121570731348978889e-01
2.067010051802630642e+03 8.854589024448005219e-01 5.121566135438408995e-01
2.067017096562276492e+03 8.796144868035150610e-01 5.121561597614090466e-01
2.067024159210467133e+03 8.780334829487234094e-01 5.121557175310041954e-01
2.067031090958893401e+03 8.793344215841492062e-01 5.121552958475249495e-01
2.067038258208326624e+03 8.802943993114491494e-01 5.121548726840566834e-01
2.067045197655410448e+03 8.789770426757957944e-01 5.121544753966700281e-01
2.067052243699895371e+03 8.748180789153058301e-01 5.121540844965776218e-01
2.067059303850232936e+03 8.684069882852686328e-01 5.121537054181320991e-01
2.067066235093786872e+03 8.603347984096775258e-01 5.121533455160506287e-01
2.067073402938039635e+03 8.500897823137631981e-01 5.121529860802166434e-01
2.067080340576902472e+03 8.373958089642006275e-01 5.121526505173484844e-01
2.067087386729568152e+03 8.254185529354909345e-01 5.121523221010708671e-01
2.067094445558056123e+03 8.185032457559568986e-01 5.121520056002758503e-01
2.067101376296446688e+03 8.175958537159996320e-01 5.121517070032522989e-01
2.067108543558543261e+03 8.199455837917851708e-01 5.121514108698308476e-01
2.067115480565505550e+03 8.221838292857647223e-01 5.121511364841405678e-01
2.067122525649156159e+03 8.218305796771714355e-01 5.121508701219831261e-01
2.067129584332334616e+03 8.177212428588898074e-01 5.121506156561578260e-01
2.067136514565269863e+03 8.101133318073582279e-01 5.121503778880597268e-01
2.067143680067697915e+03 7.995043425409337212e-01 5.121501446009333325e-01
2.067150617619618060e+03 7.861698150480800340e-01 5.121499308764342340e-01
2.067157660456520262e+03 7.701895462865852027e-01 5.121497261079909213e-01
2.067164720171466342e+03 7.514712055267184221e-01 5.121495331656239491e-01
2.067171649898657051e+03 7.297420289588916198e-01 5.121493557505264471e-01
2.067178812463364466e+03 7.047308227797441926e-01 5.121491848231407573e-01
2.067185751737636565e+03 6.761255922653059969e-01 5.121490312747415397e-01
2.067192791149518598e+03 6.433703440371193460e-01 5.121488876093530651e-01
2.067199853073847407e+03 6.055944727492238444e-01 5.121487557096449095e-01
2.067206782295002540e+03 5.616914845322602545e-01 5.121486381718308722e-01
2.067213940743400599e+03 5.107655517653449939e-01 5.121485290876525154e-01
2.067220882917957169e+03 4.523618696522377358e-01 5.121484352606993085e-01
2.067227917726009309e+03 3.866350830797479210e-01 5.121483521779122139e-01
2.067234983037874372e+03 3.148785939963849589e-01 5.121482808703164968e-01
2.067241911752702890e+03 2.402657528491699834e-01 5.121482227342766258e-01
2.067249064905661271e+03 1.681286228963350393e-01 5.121481749472527323e-01
2.067256011158974616e+03 1.050573823584623617e-01 5.121481404170705742e-01
2.067263040183848716e+03 5.692506543727708646e-02 5.121481173670953124e-01
2.067270110061941523e+03 2.597537394840258515e-02 5.121481062308606003e-01
2.067277038270151934e+03 9.733860978929064975e-03 5.121481070212936526e-01
2.067284184948005532e+03 2.931609991498444930e-03 5.121481199563099329e-01
2.067291136459085010e+03 7.955375448361321801e-04 5.121481443277445811e-01
2.067298158520893139e+03 9.808806519786971052e-04 5.121481807319147039e-01
2.067305234144443148e+03 3.705825104042625041e-03 5.121482293756260962e-01
2.067312161845743503e+03 1.176077079527426683e-02 5.121482886174389959e-01
2.067319300868287428e+03 3.011404387511695119e-02 5.121483616707790398e-01
2.067326258816679456e+03 6.374585946287072979e-02 5.121484445777381156e-01
2.067333272734996171e+03 1.144350896474886775e-01 5.121485398289690183e-01
2.067340355283771714e+03 1.792083138643997264e-01 5.121486478900897366e-01
2.067347282477871431e+03 2.518434078445438984e-01 5.121487651083977966e-01
2.067354412664361007e+03 3.257208864058092623e-01 5.121488976482013733e-01
2.067361378230152695e+03 3.958239401745450303e-01 5.121490387531958399e-01
2.067368382824011860e+03 4.591554590447948225e-01 5.121491922164441712e-01
2.067375473478320146e+03 5.147028769436952089e-01 5.121493593608564820e-01
2.067382400164927276e+03 5.636089494739305872e-01 5.121495340809832930e-01
2.067389520334076678e+03 6.074833108343802301e-01 5.121497254477065386e-01
2.067396494697894923e+03 6.467394843136128335e-01 5.121499244413919572e-01
2.067403488785791524e+03 6.809334714163215452e-01 5.121501354541142526e-01
2.067410588726480000e+03 7.101768935939979377e-01 5.121503613756606121e-01
2.067417514905302141e+03 7.350147480591672222e-01 5.121505931231385977e-01
2.067424623875288034e+03 7.560520354611356408e-01 5.121508426300123151e-01
2.067431608218297697e+03 7.738288573141267612e-01 5.121510992307301002e-01
2.067438590618186026e+03 7.886532048994292499e-01 5.121513671033423032e-01
2.067445701026641473e+03 8.005609176947315886e-01 5.121516515233667244e-01
2.067452626697386677e+03 8.093425716074859055e-01 5.121519398239370302e-01
2.067459723285844575e+03 8.149123145237006094e-01 5.121522467574266546e-01
2.067466718789750757e+03 8.177638716971158406e-01 5.121525607107442202e-01
2.067473688319045323e+03 8.201397541401269642e-01 5.121528847270813145e-01
2.067480810377193393e+03 8.259495313758129509e-01 5.121532273939700675e-01
2.067487735539569712e+03 8.367477932524146622e-01 5.121535717735827831e-01
2.067494818563593981e+03 8.500334397628744876e-01 5.121539353938474592e-01
2.067501826410643389e+03 8.624158803492313341e-01 5.121543064721002514e-01
2.067508781886217548e+03 8.726713903557202778e-01 5.121546858898754495e-01
2.067515916776525955e+03 8.807635843286364397e-01 5.121550865785977624e-01
2.067522841430240078e+03 8.870696250961638274e-01 5.121554865634119214e-01
2.067529909706385297e+03 8.920733223036091397e-01 5.121559061047643580e-01
2.067536931079363967e+03 8.960446356799243173e-01 5.121563341065958896e-01
2.067543871317550838e+03 8.991102229923908506e-01 5.121567681578601539e-01
2.067551020223025262e+03 9.013156124410007797e-01 5.121572266695092468e-01
2.067557944367786149e+03 9.026283426454975167e-01 5.121576817858934927e-01
2.067564996712065749e+03 9.029218587942136054e-01 5.121581564572593726e-01
2.067572032794299048e+03 9.020025376477319723e-01 5.121586412071617023e-01
2.067578956641459627e+03 8.996786227034724304e-01 5.121591291009420788e-01
2.067586120684508842e+03 8.953469533336487762e-01 5.121596452578702774e-01
2.067593044350594027e+03 8.881665811366246110e-01 5.121601550346294163e-01
2.067600079578478017e+03 8.776359893773804099e-01 5.121606840200076949e-01
2.067607131553835643e+03 8.658323998467017946e-01 5.121612253678623494e-01
2.067614054891576870e+03 8.597346804743389859e-01 5.121617676365998184e-01
2.067621201123245100e+03 8.643390623449680454e-01 5.121623385628628622e-01
2.067628141377049815e+03 8.768048530238365945e-01 5.121629039043564813e-01
2.067635158303469780e+03 8.899596049906536299e-01 5.121634863632789081e-01
2.067642227356359399e+03 8.999822757276594309e-01 5.121640841838969171e-01
2.067649150184387963e+03 9.058917693451055131e-01 5.121646803545029103e-01
2.067656277419283924e+03 9.083947140649251129e-01 5.121653051872225859e-01
2.067663235445537339e+03 9.100435538454308970e-01 5.121659259909460138e-01
2.067670232884881898e+03 9.129070604904450104e-01 5.121665610589373197e-01
2.067677320200254599e+03 9.168088504870386402e-01 5.121672152515999166e-01
2.067684242518277188e+03 9.202391938409540950e-01 5.121678648511955867e-01
2.067691349570468901e+03 9.225867849902731344e-01 5.121685427037622196e-01
2.067698326554442701e+03 9.239525677572990592e-01 5.121692188914054311e-01
2.067705303320556595e+03 9.245526517207269812e-01 5.121699056804436267e-01
2.067712410083904160e+03 9.246407201340727244e-01 5.121706161684417280e-01
2.067719331891628372e+03 9.243659504042769370e-01 5.121713187243583931e-01
2.067726417574641800e+03 9.237986457853581967e-01 5.121720486868911459e-01
2.067733414702147456e+03 9.229781038074069688e-01 5.121727802038785748e-01
2.067740369608334731e+03 9.219248000014079736e-01 5.121735178028553603e-01
2.067747497005692367e+03 9.206513968201434084e-01 5.121742845330302663e-01
2.067754418302823979e+03 9.191586584846183072e-01 5.121750395728091876e-01
2.067761481429642117e+03 9.174354980984263941e-01 5.121758207126161366e-01
2.067768499887034523e+03 9.154657130365563278e-01 5.121766075276473762e-01
2.067775431746054437e+03 9.132243675022424512e-01 5.121773950028277733e-01
2.067782580964000317e+03 9.106994033995783333e-01 5.121782179451108696e-01
2.067789501750245563e+03 9.079032197029957008e-01 5.121790249965035846e-01
2.067796541133308438e+03 9.048261651479608814e-01 5.121798563585423514e-01
2.067803582107486363e+03 9.014157341977903082e-01 5.121806984631314119e-01
2.067810502594991249e+03 8.975996858186392480e-01 5.121815364256072645e-01
2.067817649093526143e+03 8.933298141045534768e-01 5.121824124190228478e-01
2.067824582232275588e+03 8.885629705810654810e-01 5.121832725965360655e-01
2.067831596683477528e+03 8.832428472752908988e-01 5.121841532038743372e-01
2.067838661361881805e+03 8.772960667193909767e-01 5.121850506118892365e-01
2.067845581338033753e+03 8.706319856072363139e-01 5.121859398315702361e-01
2.067852702207608672e+03 8.631472946150331449e-01 5.121868653780178304e-01
2.067859659747291971e+03 8.547056824131268327e-01 5.121877799751403115e-01
2.067866648077987065e+03 8.451307200303809219e-01 5.121887088294170276e-01
2.067873737648602400e+03 8.342185716976920906e-01 5.121896615766199368e-01
2.067880657113105826e+03 8.216811649268289663e-01 5.121906015818027402e-01
2.067887751164751990e+03 8.071157498095253846e-01 5.121915756623305338e-01
2.067894734293675356e+03 7.900921179617349521e-01 5.121925447356908689e-01
2.067901695314672907e+03 7.701270828357427156e-01 5.121935208175766308e-01
2.067908810966025612e+03 7.468899106256018383e-01 5.121945289611626873e-01
2.067915729918586749e+03 7.204542514049604440e-01 5.121955192803554491e-01
2.067922795962791497e+03 6.904406272273870826e-01 5.121965408553186272e-01
2.067929805869803204e+03 6.554980263537291130e-01 5.121975644827029273e-01
2.067936738391366816e+03 6.142970613879775721e-01 5.121985867523609626e-01
2.067943881312528447e+03 5.680976083154658518e-01 5.121996503704980830e-01
2.067950799752853982e+03 5.203400703539117211e-01 5.122006905324201220e-01
2.067957836599560778e+03 4.716290687300675466e-01 5.122017585419428309e-01
2.067964874474053431e+03 4.181996752760024916e-01 5.122028368218339844e-01
2.067971792614842343e+03 3.562851819211611537e-01 5.122039065974114402e-01
2.067978933377251906e+03 2.864618251219889222e-01 5.122050210104039936e-01
2.067985866614284987e+03 2.130156513363316018e-01 5.122061129443308269e-01
2.067992873072892053e+03 1.429256357404184441e-01 5.122072263087672495e-01
2.067999940104802590e+03 8.411744900890216758e-02 5.122083593598841800e-01
2.068006857732887056e+03 4.218756104033816873e-02 5.122094782253233669e-01
2.068013967408619465e+03 1.758407728847345350e-02 5.122106382037499017e-01
2.068020930501254497e+03 5.938006430087339887e-03 5.122117841235649394e-01
2.068027905380615266e+03 1.668092987477146853e-03 5.122129417439601484e-01
2.068035002760426323e+03 1.046660889258655899e-03 5.122141297047971831e-01
2.068041919875510303e+03 3.345662278865045754e-03 5.122152971893645379e-01
2.068048997273097939e+03 1.087554255151563370e-02 5.122165016149485828e-01
2.068055991412137701e+03 2.852031889313451363e-02 5.122177016787440307e-01
2.068062933520559909e+03 6.157711673737654295e-02 5.122189024372956201e-01
2.068070062439297999e+03 1.120869073530897098e-01 5.122201454656608588e-01
2.068076979041087725e+03 1.771173663765451822e-01 5.122213610988345378e-01
2.068084022968516365e+03 2.504279188951210045e-01 5.122226088347285877e-01
2.068091049345310694e+03 3.252997651167859328e-01 5.122238632196345343e-01
2.068097965646938064e+03 3.965631070947563397e-01 5.122251074530199677e-01
2.068105110983250142e+03 4.608995625138722074e-01 5.122264027683512966e-01
2.068112035227992692e+03 5.162480202365473669e-01 5.122276675641782573e-01
2.068119044492701960e+03 5.612571719674350756e-01 5.122289574554249603e-01
2.068126104299144572e+03 5.956526804123721819e-01 5.122302663571483006e-01
2.068133020087008390e+03 6.202948664635121734e-01 5.122315579874819891e-01
2.068140130060867250e+03 6.389261442797732338e-01 5.122328955956416685e-01
2.068147088434598118e+03 6.599345713239226363e-01 5.122342141969868923e-01
2.068154061843481941e+03 6.887799284319851001e-01 5.122355450709809022e-01
2.068161156272011794e+03 7.224441369363600041e-01 5.122369087033435964e-01
2.068168071545816474e+03 7.540963274155915164e-01 5.122382472606525905e-01
2.068175144963794082e+03 7.807731292979493976e-01 5.122396259707083788e-01
2.068182138659274642e+03 8.022747835653805115e-01 5.122409986099980550e-01
2.068189075018680342e+03 8.193540185006219501e-01 5.122423692769478842e-01
2.068196205262284366e+03 8.330921905729246069e-01 5.122437878714263260e-01
2.068203120021733866e+03 8.441492751421130203e-01 5.122451728859496178e-01
2.068210155689854219e+03 8.529021687350942793e-01 5.122465914900591333e-01
2.068217185900393360e+03 8.595998662235291299e-01 5.122480184170975503e-01
2.068224100359056138e+03 8.647386087611311778e-01 5.122494310200068623e-01
2.068231234925081935e+03 8.698951789159166115e-01 5.122508981040023723e-01
2.068238165513132117e+03 8.763260883553702918e-01 5.122523324779392206e-01
2.068245162236873966e+03 8.834745794919049988e-01 5.122537897518130157e-01
2.068252230156327187e+03 8.898040544617071834e-01 5.122552712333200420e-01
2.068259144100163212e+03 8.947535958770174158e-01 5.122567295429980572e-01
2.068266239020916146e+03 8.985465309620556118e-01 5.122582353647685549e-01
2.068273208018380046e+03 9.018607673154040993e-01 5.122597236523361852e-01
2.068280164602672812e+03 9.054036167800444401e-01 5.122612183556988219e-01
2.068287271425441759e+03 9.092575252338467307e-01 5.122627546748486083e-01
2.068294184854156811e+03 9.129924567537192059e-01 5.122642582220849894e-01
2.068301238934245248e+03 9.162906115044132660e-01 5.122658015240235674e-01
2.068308247535845567e+03 9.190860282218615840e-01 5.122673440260053779e-01
2.068315162785073881e+03 9.214171185662958230e-01 5.122688749030583910e-01
2.068322309706107262e+03 9.233652635904202599e-01 5.122704663590172958e-01
2.068329222619404391e+03 9.249868224267213668e-01 5.122720146748142023e-01
2.068336234662888273e+03 9.262878020034540638e-01 5.122735941840672602e-01
2.068343284063898409e+03 9.272529161018271404e-01 5.122751912169627442e-01
2.068350196675779898e+03 9.278671560923502648e-01 5.122767661109409731e-01
2.068357305102025293e+03 9.281175077283503327e-01 5.122783947378962699e-01
2.068364257394272954e+03 9.280324566429298816e-01 5.122799965198827632e-01
2.068371226204663799e+03 9.276390825938300999e-01 5.122816109488126379e-01
2.068378317600902847e+03 9.267995176522743073e-01 5.122832628443746428e-01
2.068385229696895749e+03 9.251437722365345451e-01 5.122848817576839409e-01
2.068392294187993230e+03 9.221216609833973177e-01 5.122865453064451291e-01
2.068399289177129504e+03 9.168928937080454977e-01 5.122882013771405951e-01
2.068406213557390402e+03 9.084281706999030037e-01 5.122898494237878575e-01
2.068413348145226337e+03 8.961321448653692956e-01 5.122915565285605100e-01
2.068420259725033247e+03 8.809120858331662696e-01 5.122932189927544844e-01
2.068427279083622125e+03 8.677743566621930471e-01 5.122949161450270905e-01
2.068434317966338313e+03 8.640826138056907357e-01 5.122966268675894774e-01
2.068441229244277565e+03 8.713559939393876741e-01 5.122983151815042602e-01
2.068448343169204691e+03 8.833272964147239614e-01 5.123000618841118126e-01
2.068455286758558486e+03 8.932287452668278283e-01 5.123017754378386135e-01
2.068462259786729646e+03 8.988714417588999916e-01 5.123035048617456955e-01
2.068469343760265474e+03 9.008168858492625608e-01 5.123052706133857104e-01
2.068476254521546707e+03 9.010382291769178931e-01 5.123070017298351209e-01
2.068483321413161320e+03 9.016005227309926706e-01 5.123087806595264526e-01
2.068490310795833011e+03 9.030674370858357003e-01 5.123105487157753046e-01
2.068497236295130733e+03 9.045699479767705942e-01 5.123123090663216361e-01
2.068504366557274352e+03 9.047962164939713503e-01 5.123141302378393380e-01
2.068511276801600161e+03 9.033138367706923244e-01 5.123159036889297635e-01
2.068518295461120033e+03 9.017440582214902856e-01 5.123177134850940284e-01
2.068525331835222460e+03 9.016608814699886842e-01 5.123195364505594984e-01
2.068532241777226318e+03 9.023518243497758995e-01 5.123213350237579844e-01
2.068539353184484298e+03 9.018434555126041419e-01 5.123231946705780748e-01
2.068546296082799017e+03 8.994420173391383111e-01 5.123250186834670261e-01
2.068553265310893039e+03 8.957187207959808051e-01 5.123268579731140582e-01
2.068560349875087923e+03 8.921712581723364455e-01 5.123287362673408785e-01
2.068567259299664784e+03 8.897588038189886417e-01 5.123305764277116259e-01
2.068574320571760381e+03 8.878608592726014992e-01 5.123324654786554078e-01
2.068581312363506186e+03 8.852350059117908287e-01 5.123343443392821550e-01
2.068588230960292549e+03 8.813685471264940396e-01 5.123362117375060976e-01
2.068595364913790945e+03 8.761802359298774823e-01 5.123381457924262028e-01
2.068602273820642040e+03 8.696900160306119121e-01 5.123400270726293781e-01
2.068609283757369667e+03 8.619211043908854286e-01 5.123419441278962427e-01
2.068616325642082302e+03 8.528029490981708927e-01 5.123438782833671379e-01
2.068623234246156244e+03 8.421446965136780705e-01 5.123457839589156126e-01
2.068630335109842235e+03 8.296499388135648578e-01 5.123477510377110189e-01
2.068637285338518723e+03 8.148959006733239585e-01 5.123496845861892357e-01
2.068644242739121637e+03 7.972180755628667237e-01 5.123516282348029582e-01
2.068651335916886637e+03 7.756403992425742189e-01 5.123536181438715920e-01
2.068658244002762331e+03 7.486843254805253256e-01 5.123555641926662574e-01
2.068665291625744885e+03 7.152007444437715744e-01 5.123575577325140129e-01
2.068672293851655468e+03 6.749072295537285049e-01 5.123595465972271557e-01
2.068679201634474794e+03 6.302335076655245505e-01 5.123615165947149608e-01
2.068686339066548953e+03 5.889515990661844391e-01 5.123635603680095629e-01
2.068693250753658049e+03 5.555843629910300896e-01 5.123655475053603414e-01
2.068700243934305490e+03 5.246074460083184343e-01 5.123675660703989054e-01
2.068707299358409728e+03 4.858671560170390591e-01 5.123696107357385010e-01
2.068714206622556503e+03 4.345317227516585779e-01 5.123716203604286035e-01
2.068721288907199778e+03 3.704535355651599748e-01 5.123736889992879240e-01
2.068728254497200851e+03 2.966083256003869129e-01 5.123757315276797897e-01
2.068735192033329440e+03 2.189024992917668333e-01 5.123777736720770415e-01
2.068742301857138045e+03 1.452277389082246573e-01 5.123798746328775966e-01
2.068749208602313956e+03 8.407784864902552446e-02 5.123819234183271121e-01
2.068756234537017463e+03 4.121819953131757724e-02 5.123840154631887911e-01
2.068763255231747280e+03 1.665616218277748278e-02 5.123861138914671542e-01
2.068770161673411167e+03 5.472137980238386303e-03 5.123881859002223926e-01
2.068777275592903152e+03 1.765117084363462905e-03 5.123903281510212571e-01
2.068784207572105970e+03 2.324835673992148907e-03 5.123924234009412659e-01
2.068791175953808306e+03 7.676516944913763102e-03 5.123945373830135486e-01
2.068798252955654789e+03 2.192901015088269054e-02 5.123966922297260584e-01
2.068805158877873509e+03 5.118396598253996399e-02 5.123988026540824414e-01
2.068812214538424087e+03 9.940339005683922202e-02 5.124009666425576315e-01
2.068819203530285449e+03 1.652129291302082970e-01 5.124031179419619164e-01
2.068826113155374514e+03 2.423368761164118868e-01 5.124052523836881701e-01
2.068833247667277647e+03 3.227265006035964778e-01 5.124074641766221960e-01
2.068840153069751977e+03 3.996552852271573197e-01 5.124096125506931720e-01
2.068847149267424356e+03 4.691117936874694694e-01 5.124117967862797940e-01
2.068854196475208937e+03 5.295021251445556354e-01 5.124140046762445388e-01
2.068861101573714677e+03 5.805866893473412560e-01 5.124161755490878045e-01
2.068868183929684164e+03 6.228313609560494069e-01 5.124184098483895999e-01
2.068875144247400840e+03 6.569401185265181242e-01 5.124206132255978430e-01
2.068882079777702984e+03 6.837980821485355465e-01 5.124228162097069772e-01
2.068889186405228429e+03 7.041804625875309753e-01 5.124250812398059018e-01
2.068896090983515478e+03 7.183165194557844524e-01 5.124272893180925603e-01
2.068903111965330027e+03 7.262652439928306558e-01 5.124295421283505680e-01
2.068910132409173912e+03 7.286369211214982489e-01 5.124318023155037816e-01
2.068917036683212245e+03 7.297225171714393221e-01 5.124340324472822505e-01
2.068924142701945584e+03 7.383955033896650866e-01 5.124363353310771307e-01
2.068931077376466419e+03 7.585967965901968535e-01 5.124385900882293399e-01
2.068938035778756785e+03 7.848829631988911704e-01 5.124408598910097368e-01
2.068945117553423188e+03 8.095667019658860930e-01 5.124431774582826060e-01
2.068952021306765801e+03 8.300618896622062870e-01 5.124454440517784981e-01
2.068959064038670931e+03 8.462367025532165909e-01 5.124477636662158053e-01
2.068966060750919496e+03 8.586942548770103434e-01 5.124500754980602091e-01
2.068972964199733269e+03 8.684600024475102042e-01 5.124523637000906184e-01
2.068980090846353505e+03 8.766833956210229317e-01 5.124547333515320213e-01
2.068987002910847423e+03 8.843168947595699825e-01 5.124570388831992673e-01
2.068993981149673800e+03 8.914960433607684864e-01 5.124593736911868813e-01
2.069001041105225795e+03 8.977745358363538042e-01 5.124617431873131901e-01
2.069007944032867726e+03 9.028814601562789033e-01 5.124640671078815046e-01
2.069015005478585408e+03 9.069398724578849880e-01 5.124664516673904657e-01
2.069021981493807743e+03 9.105394465208858090e-01 5.124688145819634721e-01
2.069028894032751396e+03 9.142628384228197458e-01 5.124711630403349094e-01
2.069036018437734128e+03 9.181106778027697812e-01 5.124735907968823723e-01
2.069042920843905449e+03 9.216548423384350874e-01 5.124759499713468225e-01
2.069049915881588277e+03 9.246258097155436451e-01 5.124783478843599749e-01
2.069056957053996030e+03 9.269689749037625104e-01 5.124807687896573150e-01
2.069063859155179216e+03 9.286581371584533562e-01 5.124831488500315446e-01
2.069070936276201792e+03 9.295655852889316284e-01 5.124855964099226391e-01
2.069077894631195704e+03 9.295409306256231519e-01 5.124880099327646654e-01
2.069084822053159769e+03 9.284202633974608654e-01 5.124904196393880174e-01
2.069091929589759275e+03 9.264946946207469614e-01 5.124928991490346197e-01
2.069098831168995275e+03 9.254288113054000009e-01 5.124953137210161991e-01
2.069105839965626274e+03 9.265828413955221610e-01 5.124977727551910389e-01
2.069112865393085031e+03 9.293779098920885717e-01 5.125002446355811925e-01
2.069119766667052772e+03 9.321931537091143749e-01 5.125026796493664660e-01
2.069126856422643414e+03 9.343551122589998092e-01 5.125051881824052025e-01
2.069133800156434063e+03 9.357440980501295913e-01 5.125076519235249872e-01
2.069140739420107366e+03 9.363743961091448575e-01 5.125101208565499000e-01
2.069147833127921785e+03 9.363518580948134717e-01 5.125126517244125157e-01
2.069154733879464402e+03 9.356974368530694974e-01 5.125151205080643591e-01
2.069161753392903847e+03 9.343361460843496724e-01 5.125176385988914340e-01
2.069168766115843027e+03 9.320702938338627508e-01 5.125201611028675774e-01
2.069175666561834532e+03 9.285131105552782982e-01 5.125226498845409928e-01
2.069182765909023601e+03 9.231901355146195920e-01 5.125252172839843690e-01
2.069189698062867592e+03 9.155141412344485197e-01 5.125277309348247323e-01
2.069196646124706604e+03 9.050241678343222684e-01 5.125302569936551755e-01
2.069203729045566888e+03 8.914882315409157210e-01 5.125328389055227030e-01
2.069210628968655783e+03 8.740642676811750666e-01 5.125353607158704694e-01
2.069217656154528868e+03 8.510489644958423305e-01 5.125379357212320741e-01
2.069224659215609336e+03 8.234523683478099931e-01 5.125405085768217628e-01
2.069231558832865630e+03 8.028607695766509789e-01 5.125430499417343855e-01
2.069238664726448860e+03 8.031473104841003741e-01 5.125456740243696796e-01
2.069245588343836062e+03 8.240822001714128708e-01 5.125482373547706194e-01
2.069252542158058986e+03 8.519437891684561448e-01 5.125508183631032333e-01
2.069259617336031624e+03 8.758203056628661720e-01 5.125534510824001355e-01
2.069266516429907369e+03 8.927215653939765128e-01 5.125560247353440069e-01
2.069273548241604203e+03 9.031580307519114781e-01 5.125586544385537513e-01
2.069280544685719633e+03 9.089755642900287924e-01 5.125612774502822377e-01
2.069287443473480835e+03 9.118805758243302417e-01 5.125638702146594339e-01
2.069294552866017966e+03 9.128791192723155756e-01 5.125665487238436624e-01
2.069301470992672876e+03 9.125344698214828965e-01 5.125691615790055611e-01
2.069308427511266018e+03 9.111370072676722165e-01 5.125717952878708905e-01
2.069315497992648488e+03 9.088209133456471855e-01 5.125744786526178487e-01
2.069322396256549837e+03 9.056385259433813451e-01 5.125771029649328625e-01
2.069329429645222717e+03 9.016015687606674378e-01 5.125797850777763509e-01
2.069336422519504140e+03 8.968054008131325361e-01 5.125824581236280153e-01
2.069343320477008092e+03 8.914329561787378564e-01 5.125851011045704508e-01
2.069350430318820145e+03 8.854280681903510253e-01 5.125878317132708251e-01
2.069357346002703707e+03 8.783350244341507906e-01 5.125904940107154362e-01
2.069364302175411467e+03 8.694710100472493597e-01 5.125931781015174993e-01
2.069371371008741789e+03 8.582653015918424444e-01 5.125959120212941755e-01
2.069378268441907949e+03 8.440565271871738329e-01 5.125985858106317794e-01
2.069385300356470907e+03 8.263647473728235049e-01 5.126013179764082883e-01
2.069392292710285346e+03 8.055178822573035857e-01 5.126040410047871809e-01
2.069399189836771257e+03 7.813808488935172214e-01 5.126067330202725980e-01
2.069406297075940074e+03 7.525813790462629882e-01 5.126095133341095345e-01
2.069413213367252411e+03 7.192842238641866670e-01 5.126122250606394148e-01
2.069420166141578193e+03 6.886581493324835934e-01 5.126149571481989353e-01
2.069427236377632653e+03 6.687070290972046971e-01 5.126177416011029608e-01
2.069434132979301012e+03 6.579495460672182272e-01 5.126204636859917896e-01
2.069441160366425265e+03 6.464876185598565916e-01 5.126232434825557238e-01
2.069448155251382104e+03 6.262952003293954517e-01 5.126260165092458854e-01
2.069455051546086906e+03 5.942463349476858614e-01 5.126287563781287693e-01
2.069462153128451064e+03 5.496232006473569243e-01 5.126315839384183448e-01
2.069469073079633290e+03 4.927262094346281929e-01 5.126343451470773971e-01
2.069476019400839505e+03 4.243301558709131616e-01 5.126371227826751475e-01
2.069483094092634929e+03 3.462060125665620824e-01 5.126399578122807776e-01
2.069489989862041966e+03 2.624779980985258998e-01 5.126427270121268753e-01
2.069497009666156828e+03 1.803341692513082961e-01 5.126455519549339979e-01
2.069504010136105990e+03 1.089738532632278101e-01 5.126483750600565603e-01
2.069510905598267072e+03 5.614205852645166167e-02 5.126511616020704709e-01
2.069517998467420512e+03 2.396039559844218014e-02 5.126540338888689874e-01
2.069524925133155193e+03 8.371626432628469575e-03 5.126568446958977843e-01
2.069531861944258253e+03 2.969295324936946541e-03 5.126596653703195949e-01
