# wavelength(nm) flux
2.099900584532886569e+03 9.995559904387998351e-01
2.099906894372080387e+03 1.001079668432776071e+00
2.099913204045969906e+03 1.002635073827247592e+00
2.099919513554553305e+03 1.004050887707437445e+00
2.099925822897827857e+03 1.005215305508199597e+00
2.099932132075790378e+03 1.006122110897799349e+00
2.099938441088439504e+03 1.006852136095741423e+00
2.099944749935771597e+03 1.007511947972269395e+00
2.099951058617784838e+03 1.008179286578816392e+00
2.099957367134476044e+03 1.008887167491000936e+00
2.099963675485843396e+03 1.009642628524133112e+00
2.099969983671883710e+03 1.010453226529320014e+00
2.099976291692595169e+03 1.011336591744500524e+00
2.099982599547974132e+03 1.012309189907977691e+00
2.099988907238019237e+03 1.013368454072992142e+00
2.099995214762727301e+03 1.014482284304869752e+00
2.100001522122096048e+03 1.015590007342349832e+00
2.100007829316122297e+03 1.016614280139636506e+00
2.100014136344804683e+03 1.017483949294519574e+00
2.100020443208140023e+03 1.018163882781451646e+00
2.100026749906125588e+03 1.018677377249301852e+00
2.100033056438759104e+03 1.019101125129585395e+00
2.100039362806037389e+03 1.019525632388375680e+00
2.100045669007959077e+03 1.020002838310159365e+00
2.100051975044520987e+03 1.020518110466171136e+00
2.100058280915720388e+03 1.021011033517159383e+00
2.100064586621555009e+03 1.021422095784975115e+00
2.100070892162022119e+03 1.021725154838098115e+00
2.100077197537119901e+03 1.021927568553767651e+00
2.100083502746844715e+03 1.022048294823604708e+00
2.100089807791194744e+03 1.022094242207450598e+00
2.100096112670167258e+03 1.022046656767983563e+00
2.100102417383759530e+03 1.021862753393373735e+00
2.100108721931969740e+03 1.021496992682874749e+00
2.100115026314794250e+03 1.020937170256002391e+00
2.100121330532231696e+03 1.020230755440226567e+00
2.100127634584278439e+03 1.019472006821804166e+00
2.100133938470933117e+03 1.018749998674564283e+00
2.100140242192192090e+03 1.018097498160579484e+00
2.100146545748053086e+03 1.017485543035290485e+00
2.100152849138513830e+03 1.016868920843332580e+00
2.100159152363572048e+03 1.016241779264100753e+00
2.100165455423224103e+03 1.015654958938067898e+00
2.100171758317469539e+03 1.015184176293371321e+00
2.100178061046303355e+03 1.014881837250522389e+00
2.100184363609724187e+03 1.014750611470282671e+00
2.100190666007730215e+03 1.014747755176961697e+00
2.100196968240317801e+03 1.014806753029396935e+00
2.100203270307484672e+03 1.014864552289056698e+00
2.100209572209228554e+03 1.014887594025135398e+00
2.100215873945546264e+03 1.014883429163685458e+00
2.100222175516436437e+03 1.014883894028420164e+00
2.100228476921895435e+03 1.014907327186450825e+00
2.100234778161920985e+03 1.014931561337168553e+00
2.100241079236510814e+03 1.014903049729596551e+00
2.100247380145662191e+03 1.014773808930351962e+00
2.100253680889373300e+03 1.014533858365475272e+00
2.100259981467640046e+03 1.014214339467968129e+00
2.100266281880461520e+03 1.013862351337571521e+00
2.100272582127834539e+03 1.013509038789263350e+00
2.100278882209755920e+03 1.013154002975558132e+00
2.100285182126223845e+03 1.012771399045804932e+00
2.100291481877236492e+03 1.012321355921244725e+00
2.100297781462789317e+03 1.011748293839877855e+00
2.100304080882881863e+03 1.010973195967741933e+00
2.100310380137510037e+03 1.009908527296660141e+00
2.100316679226672022e+03 1.008501192120951684e+00
2.100322978150365998e+03 1.006765441397139194e+00
2.100329276908587872e+03 1.004772879188197354e+00
2.100335575501336280e+03 1.002616545806748194e+00
2.100341873928608038e+03 1.000388079640961436e+00
2.100348172190400874e+03 9.981783248005968723e-01
2.100354470286712512e+03 9.960800296578860014e-01
2.100360768217540226e+03 9.941730639379666723e-01
2.100367065982880831e+03 9.924978401765844893e-01
2.100373363582732964e+03 9.910429654274687250e-01
2.100379661017092985e+03 9.897663529005489291e-01
2.100385958285959077e+03 9.886374047417357813e-01
2.100392255389328511e+03 9.876641845375323525e-01
2.100398552327199468e+03 9.868819338099527050e-01
2.100404849099567855e+03 9.863129700656860788e-01
2.100411145706432308e+03 9.859271793113512095e-01
2.100417442147790098e+03 9.856292821126095838e-01
2.100423738423638042e+03 9.852875605604967113e-01
2.100430034533974776e+03 9.847987908191786488e-01
2.100436330478796663e+03 9.841533449817351231e-01
2.100442626258101882e+03 9.834500477023405685e-01
2.100448921871887705e+03 9.828441395816636117e-01
2.100455217320150950e+03 9.824693335467439281e-01
2.100461512602890252e+03 9.823921716670774851e-01
2.100467807720101973e+03 9.826183032184474531e-01
2.100474102671784749e+03 9.831264509421254738e-01
2.100480397457934941e+03 9.838972602693099034e-01
2.100486692078551187e+03 9.849220885558191974e-01
2.100492986533629391e+03 9.861958674824496951e-01
2.100499280823168647e+03 9.877073327632889255e-01
2.100505574947165314e+03 9.894378649722719299e-01
2.100511868905617121e+03 9.913672568142264385e-01
2.100518162698521337e+03 9.934698823442944526e-01
2.100524456325876145e+03 9.956899299474488707e-01
2.100530749787678815e+03 9.979159579558893878e-01
2.100537043083926164e+03 9.999920358793193964e-01
2.100543336214615920e+03 1.001769217229263820e+00
2.100549629179745807e+03 1.003158337860640348e+00
2.100555921979313553e+03 1.004149727206331333e+00
2.100562214613315518e+03 1.004799761537519487e+00
2.100568507081751250e+03 1.005202324423422944e+00
2.100574799384615744e+03 1.005460792795386249e+00
2.100581091521907638e+03 1.005668503955241100e+00
2.100587383493625111e+03 1.005896620716327572e+00
2.100593675299764527e+03 1.006184521074726668e+00
2.100599966940323611e+03 1.006536263315904511e+00
2.100606258415300090e+03 1.006933046664068021e+00
2.100612549724690780e+03 1.007358687034496381e+00
2.100618840868494317e+03 1.007817205310613140e+00
2.100625131846707518e+03 1.008326857277926036e+00
2.100631422659327200e+03 1.008897589935488392e+00
2.100637713306351998e+03 1.009508532367568545e+00
2.100644003787779184e+03 1.010097029989706074e+00
2.100650294103605574e+03 1.010570646759254787e+00
2.100656584253828896e+03 1.010848722259868770e+00
2.100662874238446420e+03 1.010912004240275275e+00
2.100669164057456783e+03 1.010817415421215282e+00
2.100675453710855436e+03 1.010662213964875544e+00
2.100681743198641470e+03 1.010532079359324209e+00
2.100688032520812158e+03 1.010476748260364710e+00
2.100694321677364314e+03 1.010518217272188934e+00
2.100700610668295667e+03 1.010665063919212292e+00
2.100706899493604396e+03 1.010915551316609040e+00
2.100713188153286865e+03 1.011256507379107328e+00
2.100719476647341253e+03 1.011668191446174703e+00
2.100725764975764832e+03 1.012131213055486922e+00
2.100732053138554875e+03 1.012627478999623465e+00
2.100738341135709106e+03 1.013137868548602549e+00
2.100744628967225253e+03 1.013645101388527925e+00
2.100750916633100132e+03 1.014142269428895293e+00
2.100757204133331470e+03 1.014638870918797453e+00
2.100763491467916992e+03 1.015157945001469164e+00
2.100769778636853971e+03 1.015725165996569368e+00
2.100776065640140132e+03 1.016355900882177865e+00
2.100782352477772747e+03 1.017048380219918613e+00
2.100788639149748633e+03 1.017789033409693733e+00
2.100794925656066425e+03 1.018567299495463541e+00
2.100801211996722941e+03 1.019387931801682523e+00
2.100807498171715451e+03 1.020269505375374974e+00
2.100813784181042138e+03 1.021228143464585569e+00
2.100820070024700271e+03 1.022256771332638481e+00
2.100826355702686214e+03 1.023316329413753945e+00
2.100832641214999512e+03 1.024348345084988621e+00
2.100838926561635617e+03 1.025297157514824198e+00
2.100845211742592710e+03 1.026119684214021222e+00
2.100851496757869427e+03 1.026780296086146294e+00
2.100857781607461675e+03 1.027249629591251212e+00
2.100864066291367180e+03 1.027514707486110845e+00
2.100870350809584124e+03 1.027585302115695320e+00
2.100876635162109324e+03 1.027486241352044916e+00
2.100882919348940959e+03 1.027245706371948009e+00
2.100889203370075393e+03 1.026892004499180278e+00
2.100895487225511260e+03 1.026457039367380641e+00
2.100901770915245379e+03 1.025977419158977444e+00
2.100908054439275475e+03 1.025489448602405540e+00
2.100914337797598819e+03 1.025020176076527845e+00
2.100920620990212683e+03 1.024579094090265707e+00
2.100926904017115248e+03 1.024157582814467782e+00
2.100933186878303331e+03 1.023740889969783741e+00
2.100939469573775114e+03 1.023325668101292329e+00
2.100945752103526956e+03 1.022926646903651982e+00
2.100952034467557041e+03 1.022564326942001944e+00
2.100958316665863094e+03 1.022245885024495538e+00
2.100964598698442387e+03 1.021958571897868318e+00
2.100970880565292191e+03 1.021678527243958579e+00
2.100977162266409778e+03 1.021381719726258464e+00
2.100983443801792873e+03 1.021049146411504571e+00
2.100989725171439204e+03 1.020671409839355670e+00
2.100996006375346496e+03 1.020256030736480968e+00
2.101002287413511112e+03 1.019830127781005791e+00
2.101008568285931233e+03 1.019431144087060703e+00
2.101014848992604584e+03 1.019090503461926200e+00
2.101021129533527983e+03 1.018822280444495965e+00
2.101027409908699155e+03 1.018622562904620610e+00
2.101033690118116283e+03 1.018476486937873071e+00
2.101039970161776182e+03 1.018367653436060394e+00
2.101046250039676124e+03 1.018283413612025123e+00
2.101052529751813381e+03 1.018210289637095256e+00
2.101058809298186588e+03 1.018124020130590557e+00
2.101065088678792108e+03 1.017988322832158676e+00
2.101071367893627666e+03 1.017768607455259433e+00
2.101077646942690990e+03 1.017450274594966508e+00
2.101083925825980259e+03 1.017047919189117744e+00
2.101090204543491382e+03 1.016600530887622256e+00
2.101096483095222538e+03 1.016154532516416298e+00
2.101102761481171456e+03 1.015740025710785144e+00
2.101109039701335405e+03 1.015352511001759606e+00
2.101115317755711658e+03 1.014948524332471180e+00
2.101121595644298395e+03 1.014456210328434027e+00
2.101127873367092434e+03 1.013798393650593432e+00
2.101134150924091500e+03 1.012924269391839660e+00
2.101140428315292866e+03 1.011835162237215702e+00
2.101146705540693802e+03 1.010580769976871629e+00
2.101152982600292489e+03 1.009224326734616151e+00
2.101159259494085745e+03 1.007812597195897553e+00
2.101165536222071296e+03 1.006381373775463217e+00
2.101171812784247322e+03 1.004977885955096628e+00
2.101178089180610186e+03 1.003661301436799658e+00
2.101184365411157614e+03 1.002479434956756066e+00
2.101190641475887787e+03 1.001451704490051497e+00
2.101196917374797067e+03 1.000573305449851791e+00
2.101203193107883635e+03 9.998291399501678667e-01
2.101209468675145217e+03 9.992032268418855612e-01
2.101215744076579085e+03 9.986800411214091788e-01
2.101222019312182056e+03 9.982436603004505304e-01
2.101228294381952310e+03 9.978842018474589626e-01
2.101234569285887119e+03 9.976118296723670564e-01
2.101240844023984209e+03 9.974629630615067244e-01
2.101247118596239943e+03 9.974844733223243720e-01
2.101253393002653411e+03 9.977047048164271459e-01
2.101259667243221884e+03 9.981179308720734555e-01
2.101265941317941724e+03 9.986959431484841998e-01
2.101272215226810658e+03 9.994091800281785787e-01
2.101278488969826867e+03 1.000229971272222684e+00
2.101284762546987622e+03 1.001117484966528748e+00
2.101291035958289740e+03 1.002010785682012628e+00
2.101297309203731402e+03 1.002845457613817048e+00
2.101303582283310334e+03 1.003580442935021022e+00
2.101309855197023353e+03 1.004214976804806758e+00
2.101316127944867731e+03 1.004788722026277448e+00
2.101322400526841648e+03 1.005368303123532758e+00
2.101328672942942376e+03 1.006025818391163229e+00
2.101334945193167641e+03 1.006814035292156628e+00
2.101341217277514261e+03 1.007742201283984063e+00
2.101347489195979506e+03 1.008760213362775326e+00
2.101353760948562012e+03 1.009764540956733514e+00
2.101360032535258597e+03 1.010633408684732837e+00
2.101366303956066531e+03 1.011274406546210480e+00
2.101372575210983996e+03 1.011648114434558821e+00
2.101378846300007808e+03 1.011751067396913673e+00
2.101385117223135694e+03 1.011585455663163380e+00
2.101391387980364925e+03 1.011152553397774545e+00
2.101397658571693228e+03 1.010469431584226641e+00
2.101403928997117873e+03 1.009579145508307629e+00
2.101410199256636588e+03 1.008539792698251780e+00
2.101416469350246643e+03 1.007408291665477185e+00
2.101422739277946221e+03 1.006237192541173053e+00
2.101429009039731682e+03 1.005078779100136099e+00
2.101435278635600753e+03 1.003977360503451211e+00
2.101441548065551615e+03 1.002947861123769435e+00
2.101447817329581540e+03 1.001963465280373722e+00
2.101454086427686889e+03 1.000972805837791357e+00
2.101460355359867208e+03 9.999384150475246757e-01
2.101466624126117949e+03 9.988665025513241424e-01
2.101472892726437294e+03 9.978062717245170798e-01
2.101479161160823878e+03 9.968242470473670513e-01
2.101485429429273609e+03 9.959784383417326081e-01
2.101491697531784212e+03 9.953099524607070814e-01
2.101497965468353868e+03 9.948451259131296798e-01
2.101504233238979396e+03 9.945919467815541593e-01
2.101510500843658519e+03 9.945320658807744740e-01
2.101516768282388966e+03 9.946237992836425290e-01
2.101523035555168008e+03 9.948190578343213408e-01
2.101529302661993370e+03 9.950782929564906398e-01
2.101535569602861869e+03 9.953705251227451534e-01
2.101541836377771688e+03 9.956662536589209189e-01
2.101548102986719641e+03 9.959407948086903550e-01
2.101554369429704366e+03 9.961886997968667501e-01
2.101560635706721769e+03 9.964299475186241262e-01
2.101566901817770486e+03 9.966982502103449715e-01
2.101573167762847788e+03 9.970271821810675617e-01
2.101579433541950493e+03 9.974487497807239533e-01
2.101585699155077236e+03 9.979940506127743527e-01
2.101591964602224380e+03 9.986798895975458334e-01
2.101598229883390104e+03 9.994864222515543739e-01
2.101604494998571681e+03 1.000343798921113692e+00
2.101610759947766837e+03 1.001136970987202002e+00
2.101617024730971934e+03 1.001729013398021451e+00
2.101623289348186518e+03 1.002001593755879050e+00
2.101629553799406494e+03 1.001900338629162279e+00
2.101635818084629136e+03 1.001458739826444511e+00
2.101642082203852624e+03 1.000783768683857877e+00
2.101648346157074684e+03 1.000014601301793871e+00
2.101654609944292588e+03 9.992798237151749863e-01
2.101660873565503607e+03 9.986688637855061224e-01
2.101667137020705013e+03 9.982202252756632310e-01
2.101673400309894987e+03 9.979249469328785871e-01
2.101679663433070345e+03 9.977423507115118495e-01
2.101685926390228815e+03 9.976217998798890818e-01
2.101692189181368121e+03 9.975202919159685822e-01
2.101698451806485082e+03 9.974042667452717170e-01
2.101704714265577422e+03 9.972338289529110167e-01
2.101710976558643779e+03 9.969491024679510982e-01
2.101717238685679604e+03 9.964849312545324134e-01
2.101723500646684442e+03 9.958107480100730768e-01
2.101729762441653747e+03 9.949594425119998586e-01
2.101736024070586609e+03 9.940193121476117444e-01
2.101742285533480299e+03 9.931016352072964404e-01
2.101748546830331634e+03 9.923101452699858438e-01
2.101754807961137885e+03 9.917202069584890589e-01
2.101761068925897689e+03 9.913630281937788613e-01
2.101767329724607407e+03 9.912192585302536108e-01
2.101773590357265675e+03 9.912314669746199458e-01
2.101779850823868856e+03 9.913303607855373789e-01
2.101786111124414674e+03 9.914555762423059582e-01
2.101792371258900857e+03 9.915612357312931779e-01
2.101798631227325586e+03 9.916178599881292355e-01
2.101804891029684768e+03 9.916243712601137128e-01
2.101811150665977493e+03 9.916222724425489687e-01
2.101817410136199669e+03 9.916892036565306823e-01
2.101823669440349931e+03 9.919004106270533638e-01
2.101829928578426006e+03 9.922716672923046488e-01
2.101836187550424256e+03 9.927189190636265259e-01
2.101842446356342407e+03 9.930724791893639214e-01
2.101848704996179094e+03 9.931499310495401911e-01
2.101854963469930226e+03 9.928413326304899034e-01
2.101861221777594437e+03 9.921479610329050347e-01
2.101867479919168545e+03 9.911584592296170948e-01
2.101873737894650276e+03 9.899950966944012221e-01
2.101879995704037356e+03 9.887700115849785698e-01
2.101886253347327056e+03 9.875649126176273551e-01
2.101892510824516194e+03 9.864261213150362639e-01
2.101898768135603859e+03 9.853672177306019853e-01
2.101905025280585960e+03 9.843822968272747387e-01
2.101911282259460677e+03 9.834728327939094017e-01
2.101917539072225736e+03 9.826714623252665870e-01
2.101923795718877955e+03 9.820313269921415733e-01
2.101930052199415059e+03 9.815742401866114353e-01
2.101936308513835229e+03 9.812401042249755401e-01
2.101942564662134828e+03 9.808936575411542069e-01
2.101948820644312491e+03 9.803957959763586194e-01
2.101955076460364580e+03 9.796853290517367752e-01
2.101961332110288822e+03 9.788104076969068590e-01
2.101967587594083398e+03 9.778983135673539051e-01
2.101973842911746033e+03 9.770988857787326065e-01
2.101980098063272635e+03 9.765389628113398945e-01
2.101986353048661840e+03 9.763002461965202272e-01
2.101992607867910920e+03 9.764168290791573890e-01
2.101998862521017600e+03 9.768866701903893279e-01
2.102005117007978697e+03 9.776895319018810149e-01
2.102011371328792393e+03 9.787998895898057938e-01
2.102017625483455504e+03 9.801868883517038666e-01
2.102023879471966211e+03 9.818075079165409225e-01
2.102030133294321786e+03 9.836095252342449413e-01
2.102036386950519500e+03 9.855516536244981474e-01
2.102042640440557079e+03 9.876254994973935331e-01
2.102048893764431796e+03 9.898524667160752966e-01
2.102055146922141375e+03 9.922469333304650974e-01
2.102061399913683090e+03 9.947748829105537149e-01
2.102067652739054211e+03 9.973519484833847093e-01
2.102073905398252919e+03 9.998875717230158999e-01
2.102080157891276485e+03 1.002332223612863560e+00
2.102086410218121728e+03 1.004685466317083664e+00
2.102092662378786372e+03 1.006968890660469906e+00
2.102098914373268599e+03 1.009197899527947362e+00
2.102105166201566135e+03 1.011372052902346219e+00
2.102111417863674887e+03 1.013477809171656974e+00
2.102117669359593492e+03 1.015491620616261192e+00
2.102123920689319220e+03 1.017380380451670563e+00
2.102130171852849344e+03 1.019105693841964699e+00
2.102136422850181589e+03 1.020638949639071091e+00
2.102142673681313227e+03 1.021979874529231669e+00
2.102148924346242438e+03 1.023156786640495808e+00
2.102155174844965586e+03 1.024198248594672123e+00
2.102161425177481760e+03 1.025097520395862993e+00
2.102167675343786414e+03 1.025804633030903634e+00
2.102173925343878182e+03 1.026257253608816811e+00
2.102180175177754791e+03 1.026425792979971163e+00
2.102186424845413512e+03 1.026336554424070346e+00
2.102192674346851163e+03 1.026059064690849620e+00
2.102198923682065924e+03 1.025674985809922779e+00
2.102205172851055522e+03 1.025253348348458937e+00
2.102211421853816773e+03 1.024840516413943581e+00
2.102217670690347404e+03 1.024459819260197690e+00
2.102223919360645141e+03 1.024114595438529118e+00
2.102230167864707255e+03 1.023788467017433534e+00
2.102236416202531018e+03 1.023438160438499445e+00
2.102242664374114156e+03 1.022987035413858603e+00
2.102248912379454396e+03 1.022340443481041472e+00
2.102255160218549008e+03 1.021430343774488270e+00
2.102261407891395265e+03 1.020260789557078773e+00
2.102267655397990893e+03 1.018912532195687559e+00
2.102273902738333618e+03 1.017498185196514582e+00
2.102280149912420256e+03 1.016102798231414583e+00
2.102286396920248990e+03 1.014749422134751500e+00
2.102292643761816635e+03 1.013399144081847947e+00
2.102298890437121827e+03 1.011972252299368158e+00
2.102305136946160928e+03 1.010377942819817187e+00
2.102311383288931211e+03 1.008545881052020032e+00
2.102317629465431310e+03 1.006452369036540784e+00
2.102323875475658497e+03 1.004131481748720800e+00
2.102330121319609589e+03 1.001662191348078101e+00
2.102336366997282312e+03 9.991317345957770879e-01
2.102342612508674392e+03 9.965949324408083232e-01
2.102348857853783102e+03 9.940609896613109564e-01
2.102355103032605712e+03 9.915211387537170573e-01
2.102361348045140403e+03 9.889931490852029716e-01
2.102367592891384447e+03 9.865417807030212316e-01
2.102373837571334661e+03 9.842574389886031838e-01
2.102380082084989226e+03 9.822144592868937707e-01
2.102386326432345868e+03 9.804454665172006589e-01
2.102392570613401404e+03 9.789471038128150226e-01
2.102398814628153104e+03 9.777022574323738224e-01
2.102405058476599152e+03 9.766966178375031671e-01
2.102411302158737726e+03 9.759236764522032370e-01
2.102417545674564735e+03 9.753863910894948752e-01
2.102423789024077905e+03 9.751004728536726285e-01
2.102430032207275417e+03 9.750957981931678287e-01
2.102436275224154997e+03 9.754128341112880962e-01
2.102442518074713462e+03 9.760948163312447301e-01
2.102448760758948083e+03 9.771750054660565121e-01
2.102455003276857497e+03 9.786560423417746124e-01
2.102461245628437609e+03 9.804854975375163484e-01
2.102467487813687512e+03 9.825474804901503934e-01
2.102473729832603567e+03 9.846930408727351258e-01
2.102479971685183955e+03 9.868030489425081431e-01
2.102486213371425492e+03 9.888404623712814256e-01
2.102492454891326361e+03 9.908522184659268595e-01
2.102498696244883831e+03 9.929259695222543147e-01
2.102504937432095176e+03 9.951405224591125531e-01
2.102511178452958120e+03 9.975368348109986405e-01
2.102517419307469481e+03 1.000106584657101783e+00
2.102523659995628350e+03 1.002788076044286880e+00
2.102529900517430178e+03 1.005471733083947550e+00
2.102536140872874057e+03 1.008024225896754000e+00
2.102542381061957258e+03 1.010331571708689813e+00
2.102548621084676142e+03 1.012342864695243705e+00
2.102554860941029347e+03 1.014083822801044255e+00
2.102561100631014142e+03 1.015623632597186576e+00
2.102567340154627800e+03 1.017016521541599383e+00
2.102573579511867138e+03 1.018265189650150004e+00
2.102579818702731245e+03 1.019335580131527363e+00
2.102586057727216939e+03 1.020204965382990103e+00
2.102592296585321037e+03 1.020895748826610161e+00
2.102598535277041719e+03 1.021465644208184864e+00
2.102604773802376258e+03 1.021967895601765264e+00
2.102611012161322378e+03 1.022415751295097763e+00
2.102617250353876898e+03 1.022772377641754327e+00
2.102623488380037998e+03 1.022968333553211373e+00
2.102629726239803404e+03 1.022938833977755646e+00
2.102635963933169933e+03 1.022664194567098228e+00
2.102642201460135311e+03 1.022189743854107880e+00
2.102648438820697265e+03 1.021610833654341466e+00
2.102654676014852612e+03 1.021034432555497862e+00
2.102660913042599077e+03 1.020545351655615107e+00
2.102667149903934842e+03 1.020193932037988027e+00
2.102673386598857633e+03 1.019998601911681346e+00
2.102679623127363357e+03 1.019947780730619202e+00
2.102685859489450650e+03 1.019997223329887515e+00
2.102692095685116783e+03 1.020074526204151288e+00
2.102698331714359483e+03 1.020101312503430613e+00
2.102704567577176022e+03 1.020024448379737603e+00
2.102710803273563215e+03 1.019834618786901848e+00
2.102717038803519699e+03 1.019561495628892756e+00
2.102723274167042291e+03 1.019254326101803665e+00
2.102729509364128717e+03 1.018959993724310564e+00
2.102735744394776702e+03 1.018700025650384866e+00
2.102741979258983065e+03 1.018446026719107556e+00
2.102748213956746440e+03 1.018104187520245896e+00
2.102754448488063190e+03 1.017528275126456494e+00
2.102760682852930586e+03 1.016573090521151190e+00
2.102766917051347718e+03 1.015171569344479607e+00
2.102773151083310950e+03 1.013385970930288371e+00
2.102779384948817551e+03 1.011388865055865338e+00
2.102785618647865249e+03 1.009384628995928068e+00
2.102791852180452224e+03 1.007531680537933294e+00
2.102798085546575294e+03 1.005913856020575148e+00
2.102804318746232639e+03 1.004557438788396651e+00
2.102810551779420166e+03 1.003459834851275101e+00
2.102816784646137421e+03 1.002605188386897606e+00
2.102823017346379856e+03 1.001964585511295525e+00
2.102829249880147017e+03 1.001491082716334802e+00
2.102835482247434811e+03 1.001119546623478795e+00
2.102841714448241873e+03 1.000774672156046430e+00
2.102847946482565021e+03 1.000385862810272419e+00
2.102854178350401980e+03 9.999053726887509042e-01
2.102860410051749568e+03 9.993219311378552794e-01
2.102866641586606420e+03 9.986607137534990741e-01
2.102872872954969353e+03 9.979685828148833204e-01
2.102879104156836092e+03 9.972944046850481525e-01
2.102885335192203911e+03 9.966758766401404568e-01
2.102891566061070534e+03 9.961364624396805700e-01
2.102897796763433234e+03 9.956846032147821379e-01
2.102904027299289282e+03 9.953095423954432253e-01
2.102910257668637314e+03 9.949721686508123941e-01
2.102916487871473691e+03 9.946077814194145272e-01
2.102922717907796596e+03 9.941550513972070569e-01
2.102928947777602843e+03 9.935998887666964707e-01
2.102935177480890161e+03 9.930003370377106231e-01
2.102941407017656275e+03 9.924701525512265032e-01
2.102947636387898910e+03 9.921328918143653697e-01
2.102953865591614431e+03 9.920771223735523892e-01
2.102960094628802381e+03 9.923333443224239270e-01
2.102966323499457758e+03 9.928723117954192379e-01
2.102972552203580108e+03 9.936128755066919727e-01
2.102978780741166247e+03 9.944338614729115733e-01
2.102985009112213447e+03 9.951990812022554200e-01
2.102991237316718980e+03 9.958011359180949373e-01
2.102997465354681026e+03 9.962033597694379683e-01
2.103003693226096402e+03 9.964460934912022783e-01
2.103009920930963290e+03 9.966111832797375225e-01
2.103016148469278505e+03 9.967777202899420486e-01
2.103022375841040230e+03 9.970037953729692370e-01
2.103028603046245280e+03 9.973350126177934483e-01
2.103034830084891837e+03 9.978145560412474691e-01
2.103041056956977172e+03 9.984754131712706426e-01
2.103047283662498103e+03 9.993182769745472260e-01
2.103053510201453719e+03 1.000295638487670447e+00
2.103059736573839928e+03 1.001321081667051249e+00
2.103065962779654910e+03 1.002303509066548415e+00
2.103072188818895484e+03 1.003184760003862586e+00
2.103078414691560283e+03 1.003955564209135565e+00
2.103084640397646581e+03 1.004643129839840165e+00
2.103090865937151193e+03 1.005286543406654465e+00
2.103097091310071391e+03 1.005920201634858513e+00
2.103103316516406267e+03 1.006568240438322048e+00
2.103109541556151726e+03 1.007238924904094723e+00
2.103115766429305950e+03 1.007914521120776952e+00
2.103121991135866210e+03 1.008544338785915651e+00
2.103128215675830688e+03 1.009048416140521987e+00
2.103134440049195746e+03 1.009333051997004738e+00
2.103140664255960019e+03 1.009316617754416834e+00
2.103146888296120324e+03 1.008959662224928833e+00
2.103153112169674387e+03 1.008285750985896900e+00
2.103159335876619025e+03 1.007380098094623699e+00
2.103165559416953329e+03 1.006363986888738182e+00
2.103171782790673205e+03 1.005353992425556342e+00
2.103178005997776836e+03 1.004422620278870637e+00
2.103184229038261037e+03 1.003580698816070482e+00
2.103190451912124900e+03 1.002794049928569686e+00
2.103196674619364785e+03 1.002024033718131424e+00
2.103202897159977965e+03 1.001260874993249450e+00
2.103209119533962621e+03 1.000525710247403000e+00
2.103215341741315569e+03 9.998481208770837458e-01
2.103221563782034991e+03 9.992461841560369429e-01
2.103227785656118613e+03 9.987258359337971569e-01
2.103234007363562796e+03 9.982919099115035166e-01
2.103240228904366177e+03 9.979524371057877374e-01
2.103246450278525572e+03 9.977108324985191068e-01
2.103252671486038253e+03 9.975601469273336352e-01
2.103258892526902400e+03 9.974927208811640300e-01
2.103265113401115286e+03 9.975172425826164258e-01
2.103271334108674637e+03 9.976633781613486462e-01
2.103277554649577269e+03 9.979679403892589562e-01
2.103283775023821363e+03 9.984559449899608197e-01
2.103289995231404191e+03 9.991317901541665325e-01
2.103296215272323025e+03 9.999830262612202647e-01
2.103302435146575590e+03 1.000988869461050035e+00
2.103308654854160068e+03 1.002126784240062074e+00
2.103314874395072366e+03 1.003376913527877390e+00
2.103321093769311119e+03 1.004724773219459300e+00
2.103327312976874055e+03 1.006157986274050398e+00
2.103333532017757989e+03 1.007654775774593725e+00
2.103339750891960193e+03 1.009171763523595944e+00
2.103345969599479304e+03 1.010641871766565281e+00
2.103352188140311682e+03 1.011985765300953855e+00
2.103358406514455964e+03 1.013133571512594422e+00
2.103364624721908513e+03 1.014049348304713272e+00
2.103370842762667053e+03 1.014744645741950002e+00
2.103377060636729766e+03 1.015270039149609671e+00
2.103383278344093924e+03 1.015691018788499989e+00
2.103389495884756798e+03 1.016066065035386545e+00
2.103395713258715659e+03 1.016434968094647173e+00
2.103401930465968690e+03 1.016813152426055744e+00
2.103408147506512705e+03 1.017190742445646556e+00
2.103414364380345432e+03 1.017542329281861280e+00
2.103420581087464598e+03 1.017847924038472573e+00
2.103426797627867018e+03 1.018111304684910845e+00
2.103433014001551328e+03 1.018358477264280859e+00
2.103439230208514800e+03 1.018615464746670307e+00
2.103445446248753797e+03 1.018885275405904123e+00
2.103451662122266953e+03 1.019145518602158074e+00
2.103457877829051540e+03 1.019368114906118894e+00
2.103464093369104830e+03 1.019541196796451832e+00
2.103470308742424550e+03 1.019672403781185954e+00
2.103476523949007969e+03 1.019774007457297849e+00
2.103482738988852816e+03 1.019850259000395942e+00
2.103488953861956361e+03 1.019901824221744358e+00
2.103495168568316330e+03 1.019939322865681453e+00
2.103501383107930451e+03 1.019988202670746302e+00
2.103507597480795539e+03 1.020079765971556807e+00
2.103513811686909776e+03 1.020238381595979460e+00
2.103520025726269978e+03 1.020475592405611698e+00
2.103526239598874326e+03 1.020792073561559654e+00
2.103532453304720093e+03 1.021181795770197631e+00
2.103538666843804549e+03 1.021633780552511972e+00
