# wavelength(nm) flux flux_error
1.925322423506144787e+03 nan nan
1.925328959467442019e+03 nan nan
1.925335495300761522e+03 nan nan
1.925342031006099432e+03 nan nan
1.925348566583452111e+03 nan nan
1.925355102032815921e+03 nan nan
1.925361637354186541e+03 nan nan
1.925368172547560789e+03 nan nan
1.925374707612934571e+03 nan nan
1.925381242550304250e+03 nan nan
1.925387777359665961e+03 nan nan
1.925394312041015837e+03 nan nan
1.925400846594350014e+03 nan nan
1.925407381019665081e+03 nan nan
1.925413915316957173e+03 nan nan
1.925420449486222196e+03 nan nan
1.925426983527456741e+03 nan nan
1.925433517440656487e+03 nan nan
1.925440051225818252e+03 nan nan
1.925446584882937941e+03 nan nan
1.925453118412011918e+03 nan nan
1.925459651813036317e+03 nan nan
1.925466185086007272e+03 nan nan
1.925472718230921146e+03 nan nan
1.925479251247774073e+03 nan nan
1.925485784136562415e+03 nan nan
1.925492316897282535e+03 nan nan
1.925498849529930339e+03 nan nan
1.925505382034501736e+03 nan nan
1.925511914410993541e+03 nan nan
1.925518446659401889e+03 nan nan
1.925524978779722687e+03 nan nan
1.925531510771952298e+03 nan nan
1.925538042636087084e+03 nan nan
1.925544574372123407e+03 nan nan
1.925551105980056946e+03 nan nan
1.925557637459884290e+03 nan nan
1.925564168811601576e+03 nan nan
1.925570700035205164e+03 nan nan
1.925577231130691189e+03 nan nan
1.925583762098055786e+03 nan nan
1.925590292937295317e+03 nan nan
1.925596823648405689e+03 nan nan
1.925603354231383491e+03 nan nan
1.925609884686224632e+03 nan nan
1.925616415012925927e+03 nan nan
1.925622945211483056e+03 nan nan
1.925629475281892155e+03 nan nan
1.925636005224149812e+03 nan nan
1.925642535038251935e+03 nan nan
1.925649064724195114e+03 nan nan
1.925655594281975482e+03 nan nan
1.925662123711588720e+03 nan nan
1.925668653013031872e+03 nan nan
1.925675182186300617e+03 nan nan
1.925681711231391319e+03 nan nan
1.925688240148300338e+03 nan nan
1.925694768937023809e+03 nan nan
1.925701297597557641e+03 nan nan
1.925707826129898649e+03 nan nan
1.925714354534042513e+03 nan nan
1.925720882809985824e+03 nan nan
1.925727410957724715e+03 nan nan
1.925733938977255320e+03 nan nan
1.925740466868573776e+03 nan nan
