# Wlen(nm) Transmission Continuum
2.100362530801354751e+03 7.063057568059839531e-01 1.616714425785594766e-01
2.100368832353349717e+03 6.748476176531961190e-01 1.616715088565702230e-01
2.100375133759037908e+03 6.540063809220488800e-01 1.616715740560829839e-01
2.100381435018403863e+03 6.474380378527502256e-01 1.616716381818525949e-01
2.100387736131429847e+03 6.561744404611429271e-01 1.616717012386332808e-01
2.100394037098099943e+03 6.782947157047483078e-01 1.616717632311785169e-01
2.100400337918395508e+03 7.091920065579527810e-01 1.616718241642412235e-01
2.100406638592300169e+03 7.429635811757524522e-01 1.616718840425736270e-01
2.100412939119797556e+03 7.746404098131163263e-01 1.616719428709273432e-01
2.100419239500870390e+03 8.007287063971443297e-01 1.616720006540533217e-01
2.100425539735501843e+03 8.195970727359723762e-01 1.616720573967019292e-01
2.100431839823675546e+03 8.325806394715342673e-01 1.616721131036227832e-01
2.100438139765373307e+03 8.438560806377661816e-01 1.616721677795649181e-01
2.100444439560578758e+03 8.559357938506243491e-01 1.616722214292767579e-01
2.100450739209274616e+03 8.698329717106891845e-01 1.616722740575060324e-01
2.100457038711444511e+03 8.861765389655549274e-01 1.616723256689998611e-01
2.100463338067072073e+03 9.041979334887624287e-01 1.616723762685046972e-01
2.100469637276139110e+03 9.205741187546148119e-01 1.616724258607663278e-01
2.100475936338629253e+03 9.334391115820422913e-01 1.616724744505299849e-01
2.100482235254524767e+03 9.428773836388071317e-01 1.616725220425401510e-01
2.100488534023809734e+03 9.494460420940690204e-01 1.616725686415406982e-01
2.100494832646465966e+03 9.535589787534479722e-01 1.616726142522749432e-01
2.100501131122477091e+03 9.560922130637771188e-01 1.616726588794853980e-01
2.100507429451826738e+03 9.580901402672352685e-01 1.616727025279140750e-01
2.100513727634497627e+03 9.602016598752122212e-01 1.616727452023022371e-01
2.100520025670472933e+03 9.626923750232428967e-01 1.616727869073906199e-01
2.100526323559734465e+03 9.656819430264588222e-01 1.616728276479191817e-01
2.100532621302265852e+03 9.690682540257979927e-01 1.616728674286273260e-01
2.100538918898051634e+03 9.723319953648209557e-01 1.616729062542538176e-01
2.100545216347073165e+03 9.750830219927208997e-01 1.616729441295366998e-01
2.100551513649313620e+03 9.772512157165376134e-01 1.616729810592134331e-01
2.100557810804755718e+03 9.788938703770064809e-01 1.616730170480207840e-01
2.100564107813383089e+03 9.800564254736778835e-01 1.616730521006949917e-01
2.100570404675178906e+03 9.808041876739771459e-01 1.616730862219714904e-01
2.100576701390125891e+03 9.811812211345115609e-01 1.616731194165851593e-01
2.100582997958206761e+03 9.812140530677488925e-01 1.616731516892702669e-01
2.100589294379405601e+03 9.809261750237808775e-01 1.616731830447603324e-01
2.100595590653703766e+03 9.804021041195054575e-01 1.616732134877883198e-01
2.100601886781085796e+03 9.798458642411742581e-01 1.616732430230864992e-01
2.100608182761533499e+03 9.794775965511588467e-01 1.616732716553865024e-01
2.100614478595030505e+03 9.793718825622620416e-01 1.616732993894193504e-01
2.100620774281559989e+03 9.795047294396947990e-01 1.616733262299153706e-01
2.100627069821103305e+03 9.797766626537761647e-01 1.616733521816042796e-01
2.100633365213645448e+03 9.800019093118400582e-01 1.616733772492151278e-01
2.100639660459168226e+03 9.800710721013967675e-01 1.616734014374763273e-01
2.100645955557654815e+03 9.801180518335221858e-01 1.616734247511156519e-01
2.100652250509089299e+03 9.803579305944358779e-01 1.616734471948602092e-01
2.100658545313453033e+03 9.809307861159698438e-01 1.616734687734364961e-01
2.100664839970730554e+03 9.818940157009252712e-01 1.616734894915703158e-01
2.100671134480903220e+03 9.831796770844832833e-01 1.616735093539868606e-01
2.100677428843954203e+03 9.845791102568733910e-01 1.616735283654106847e-01
2.100683723059867589e+03 9.858810191571141246e-01 1.616735465305656483e-01
2.100690017128626550e+03 9.869868185682060258e-01 1.616735638541750286e-01
2.100696311050212898e+03 9.878857376061597195e-01 1.616735803409613814e-01
2.100702604824609807e+03 9.886060108374217226e-01 1.616735959956466795e-01
2.100708898451799996e+03 9.891886445216111490e-01 1.616736108229522295e-01
2.100715191931766640e+03 9.896715486947114115e-01 1.616736248275986720e-01
2.100721485264493367e+03 9.900818180568451421e-01 1.616736380143060370e-01
2.100727778449962443e+03 9.904348051084599369e-01 1.616736503877936604e-01
2.100734071488157042e+03 9.907339802180944455e-01 1.616736619527802954e-01
2.100740364379059429e+03 9.909776607631300971e-01 1.616736727139839735e-01
2.100746657122653687e+03 9.911668655166079311e-01 1.616736826761221435e-01
2.100752949718922082e+03 9.913044964750757915e-01 1.616736918439115878e-01
2.100759242167848242e+03 9.913929948679093274e-01 1.616737002220683672e-01
2.100765534469413524e+03 9.914362481749606770e-01 1.616737078153080154e-01
2.100771826623602465e+03 9.914415045199134191e-01 1.616737146283453719e-01
2.100778118630396875e+03 9.914148168745199330e-01 1.616737206658946102e-01
2.100784410489781294e+03 9.913569233360569610e-01 1.616737259326692377e-01
2.100790702201736622e+03 9.912646141277227096e-01 1.616737304333821790e-01
2.100796993766247397e+03 9.911269346278915870e-01 1.616737341727456645e-01
2.100803285183294975e+03 9.909214011194155125e-01 1.616737371554712865e-01
2.100809576452863894e+03 9.906253138197321784e-01 1.616737393862699712e-01
2.100815867574937329e+03 9.902265400708590848e-01 1.616737408698520340e-01
2.100822158549495725e+03 9.897437615746033091e-01 1.616737416109271241e-01
2.100828449376523167e+03 9.892550030173220543e-01 1.616737416142042250e-01
2.100834740056003284e+03 9.888823455416786423e-01 1.616737408843916812e-01
2.100841030587919249e+03 9.887112950329994820e-01 1.616737394261972549e-01
2.100847320972252874e+03 9.887710899903954243e-01 1.616737372443279031e-01
2.100853611208987786e+03 9.890387161258463733e-01 1.616737343434901386e-01
2.100859901298106251e+03 9.894253253517629743e-01 1.616737307283896141e-01
2.100866191239591899e+03 9.897857108823276961e-01 1.616737264037315103e-01
2.100872481033426538e+03 9.899940998388998548e-01 1.616737213742202584e-01
2.100878770679594254e+03 9.899567567501792453e-01 1.616737156445596790e-01
2.100885060178077310e+03 9.895907902241670717e-01 1.616737092194528991e-01
2.100891349528858427e+03 9.888540684063745756e-01 1.616737021036024902e-01
2.100897638731921234e+03 9.877000541016018875e-01 1.616736943017102468e-01
2.100903927787248449e+03 9.861581297812077596e-01 1.616736858184774084e-01
2.100910216694822338e+03 9.845200937904151628e-01 1.616736766586045482e-01
2.100916505454626986e+03 9.832848997907491784e-01 1.616736668267916011e-01
2.100922794066643291e+03 9.826536727989898523e-01 1.616736563277377803e-01
2.100929082530855794e+03 9.826421528045884424e-01 1.616736451661417162e-01
2.100935370847246304e+03 9.831916798140282188e-01 1.616736333467014008e-01
2.100941659015798905e+03 9.840264450762089554e-01 1.616736208741141045e-01
2.100947947036495407e+03 9.846309605245818775e-01 1.616736077530765148e-01
2.100954234909319439e+03 9.847595960298246576e-01 1.616735939882846529e-01
2.100960522634253266e+03 9.844671686123273036e-01 1.616735795844338741e-01
2.100966810211280063e+03 9.839979898801896052e-01 1.616735645462188953e-01
2.100973097640382093e+03 9.836564326608392417e-01 1.616735488783337671e-01
2.100979384921543442e+03 9.836351341578892793e-01 1.616735325854719019e-01
2.100985672054745919e+03 9.839980975489150961e-01 1.616735156723260736e-01
2.100991959039973153e+03 9.847161337822034621e-01 1.616734981435883622e-01
2.100998245877207410e+03 9.856165816708528649e-01 1.616734800039502928e-01
2.101004532566431408e+03 9.864214392940754417e-01 1.616734612581026409e-01
2.101010819107628322e+03 9.869714365944316503e-01 1.616734419107355436e-01
2.101017105500781781e+03 9.872157326477777328e-01 1.616734219665385552e-01
2.101023391745873141e+03 9.871337152905035328e-01 1.616734014302004807e-01
2.101029677842886031e+03 9.866933793374712547e-01 1.616733803064095421e-01
2.101035963791803169e+03 9.858304866326185190e-01 1.616733585998533229e-01
2.101042249592607277e+03 9.843844803300394464e-01 1.616733363152186853e-01
2.101048535245281528e+03 9.819916923116015495e-01 1.616733134571919084e-01
2.101054820749808187e+03 9.780341095148243902e-01 1.616732900304586051e-01
2.101061106106171337e+03 9.721621578413370823e-01 1.616732660397036947e-01
2.101067391314352335e+03 9.638351528089247333e-01 1.616732414896114578e-01
2.101073676374334809e+03 9.529126073907642214e-01 1.616732163848655923e-01
2.101079961286101025e+03 9.413961578378143846e-01 1.616731907301490745e-01
2.101086246049634610e+03 9.334408447979818391e-01 1.616731645301442144e-01
2.101092533422676752e+03 9.306612886351293135e-01 1.616731377776805256e-01
2.101098821422677702e+03 9.332142143294048786e-01 1.616731104854245982e-01
2.101105105796976659e+03 9.410145494003152589e-01 1.616730826768639773e-01
2.101111390022978412e+03 9.524004797272977996e-01 1.616730543417332355e-01
2.101117674100664772e+03 9.632110503854484085e-01 1.616730254847116022e-01
2.101123958030020276e+03 9.715057367001990185e-01 1.616729961104775848e-01
2.101130241811026281e+03 9.773912513273312896e-01 1.616729662237090803e-01
2.101136525443665960e+03 9.813765163211076725e-01 1.616729358290833474e-01
2.101142808927922033e+03 9.838161528539582923e-01 1.616729049312770061e-01
2.101149092263777220e+03 9.853464656132463473e-01 1.616728735349659829e-01
2.101155375451214695e+03 9.863440050721014041e-01 1.616728416448255379e-01
2.101161658490217178e+03 9.870025504593286092e-01 1.616728092655303206e-01
2.101167941380767388e+03 9.874257988273618114e-01 1.616727764017542868e-01
2.101174224122848500e+03 9.876648299986694468e-01 1.616727430581708091e-01
2.101180506716441869e+03 9.877369463474438005e-01 1.616727092394525389e-01
2.101186789161532488e+03 9.876403116966560036e-01 1.616726749502714888e-01
2.101193071458101713e+03 9.873630936629624877e-01 1.616726401952990333e-01
2.101199353606131353e+03 9.869039242000556822e-01 1.616726049792058806e-01
2.101205635605606403e+03 9.862810345533716827e-01 1.616725693066621006e-01
2.101211917456508672e+03 9.855393018208620237e-01 1.616725331823370970e-01
2.101218199158821335e+03 9.847785510094204664e-01 1.616724966108996353e-01
2.101224480712526201e+03 9.841678180088927475e-01 1.616724595970177869e-01
2.101230762117606446e+03 9.838309608500307446e-01 1.616724221453590127e-01
2.101237043374046152e+03 9.838031786102011678e-01 1.616723842605900796e-01
2.101243324481825312e+03 9.840555892771044588e-01 1.616723459473771718e-01
2.101249605440929372e+03 9.845003227992797923e-01 1.616723072103857239e-01
2.101255886251339689e+03 9.849696901420904593e-01 1.616722680542805879e-01
2.101262166913039437e+03 9.853191825467529918e-01 1.616722284837259493e-01
2.101268447426010425e+03 9.854760529099193533e-01 1.616721885033853279e-01
2.101274727790238103e+03 9.854141744977966688e-01 1.616721481179215214e-01
2.101281008005702461e+03 9.851119014461465762e-01 1.616721073319968005e-01
2.101287288072387582e+03 9.845317265324240452e-01 1.616720661502727419e-01
2.101293567990275733e+03 9.835928445802932796e-01 1.616720245774101727e-01
2.101299847759350087e+03 9.822264804044016362e-01 1.616719826180693931e-01
2.101306127379591999e+03 9.803257050494341707e-01 1.616719402769099811e-01
2.101312406850986008e+03 9.778487488581361076e-01 1.616718975585908769e-01
2.101318686173513925e+03 9.750203711734096723e-01 1.616718544677703540e-01
2.101324965347158923e+03 9.723927190174488366e-01 1.616718110091060479e-01
2.101331244371904177e+03 9.703635378005003309e-01 1.616717671872549000e-01
2.101337523247730587e+03 9.692749429575933107e-01 1.616717230068732691e-01
2.101343801974622238e+03 9.693328998751317149e-01 1.616716784726167366e-01
2.101350080552562758e+03 9.704352299489548139e-01 1.616716335891403844e-01
2.101356358981533049e+03 9.720646792043555751e-01 1.616715883610985449e-01
2.101362637261516284e+03 9.738128013552579398e-01 1.616715427931448568e-01
2.101368915392496547e+03 9.753693005024632878e-01 1.616714968899324312e-01
2.101375193374455193e+03 9.765513917964750989e-01 1.616714506561136022e-01
2.101381471207374943e+03 9.772847851238066763e-01 1.616714040963400933e-01
2.101387748891238516e+03 9.776160895835777076e-01 1.616713572152629619e-01
2.101394026426030450e+03 9.775989184056249615e-01 1.616713100175326545e-01
2.101400303811730282e+03 9.772903479681364081e-01 1.616712625077989240e-01
2.101406581048323005e+03 9.767237655629924520e-01 1.616712146907108294e-01
2.101412858135790884e+03 9.759077592155394054e-01 1.616711665709168466e-01
2.101419135074116184e+03 9.748285352479031385e-01 1.616711181530647579e-01
2.101425411863282989e+03 9.734648245816571732e-01 1.616710694418016514e-01
2.101431688503271744e+03 9.717899785111915323e-01 1.616710204417740881e-01
2.101437964994066533e+03 9.698043897032266880e-01 1.616709711576277686e-01
2.101444241335650077e+03 9.675645975322634262e-01 1.616709215940079492e-01
2.101450517528005093e+03 9.651620382852497126e-01 1.616708717555590813e-01
2.101456793571113394e+03 9.626344306066021428e-01 1.616708216469250059e-01
2.101463069464959062e+03 9.599914185423783497e-01 1.616707712727489255e-01
2.101469345209523453e+03 9.572894694484302969e-01 1.616707206376733763e-01
2.101475620804790196e+03 9.545982423989107790e-01 1.616706697463402009e-01
2.101481896250741102e+03 9.519337332755506420e-01 1.616706186033906589e-01
2.101488171547360253e+03 9.494005420282545238e-01 1.616705672134652605e-01
2.101494446694628095e+03 9.472588855901837857e-01 1.616705155812039330e-01
2.101500721692530078e+03 9.455855430947762708e-01 1.616704637112459098e-01
2.101506996541046647e+03 9.441458478066317994e-01 1.616704116082297582e-01
2.101513271240161885e+03 9.426438258064580022e-01 1.616703592767934627e-01
2.101519545789857602e+03 9.407786907895204775e-01 1.616703067215742029e-01
2.101525820190116519e+03 9.381132754561251064e-01 1.616702539472086586e-01
2.101532094440920901e+03 9.342862454171967368e-01 1.616702009583327604e-01
2.101538368542255284e+03 9.291621722219350898e-01 1.616701477595818004e-01
2.101544642494100117e+03 9.226545078303003411e-01 1.616700943555904046e-01
2.101550916296439482e+03 9.145907886430089118e-01 1.616700407509925608e-01
2.101557189949255644e+03 9.046889688578647615e-01 1.616699869504215903e-01
2.101563463452531323e+03 8.925556112929847741e-01 1.616699329585101208e-01
2.101569736806249239e+03 8.776608089535425927e-01 1.616698787798901971e-01
2.101576010010391201e+03 8.593789972407153144e-01 1.616698244191931422e-01
2.101582283064940384e+03 8.370491972159391780e-01 1.616697698810496409e-01
2.101588555969880417e+03 8.102229953515335259e-01 1.616697151700897117e-01
2.101594828725192656e+03 7.789531462759585745e-01 1.616696602909427072e-01
2.101601101330859365e+03 7.441707045920751273e-01 1.616696052482373691e-01
2.101607373852458295e+03 7.080292621773454087e-01 1.616695500460236523e-01
2.101613656952517886e+03 6.740477882231997730e-01 1.616694945946924311e-01
2.101619929165066424e+03 6.465249633795360218e-01 1.616694390883247068e-01
2.101626201227905312e+03 6.293034270697055454e-01 1.616693834369122840e-01
2.101632473141017272e+03 6.245084387480003274e-01 1.616693276450806016e-01
2.101638744904383657e+03 6.319248912177661825e-01 1.616692717174546545e-01
2.101645016517989006e+03 6.489645572327492618e-01 1.616692156586585771e-01
2.101651287981815585e+03 6.713752201444903589e-01 1.616691594733158932e-01
2.101657559295844749e+03 6.944656383684151280e-01 1.616691031660495437e-01
2.101663830460059671e+03 7.143567862782087552e-01 1.616690467414817756e-01
2.101670101474443072e+03 7.284679231741791883e-01 1.616689902042341420e-01
2.101676372338977671e+03 7.354190273000946743e-01 1.616689335589275578e-01
2.101682643053646188e+03 7.345711840604378651e-01 1.616688768101822438e-01
2.101688913618430433e+03 7.256730114518978869e-01 1.616688199626178379e-01
2.101695184033314490e+03 7.085275554617418425e-01 1.616687630208532289e-01
2.101701454298280169e+03 6.829014679479147309e-01 1.616687059895067224e-01
2.101707724413310189e+03 6.484945462107831737e-01 1.616686488731959026e-01
2.101713994378386360e+03 6.052259950000344890e-01 1.616685916765377151e-01
2.101720264193491857e+03 5.533457008203259697e-01 1.616685344041484951e-01
2.101726533858609855e+03 4.941045871737249073e-01 1.616684770606438004e-01
2.101732803373722618e+03 4.305578920221021511e-01 1.616684196506386617e-01
2.101739072738811956e+03 3.676796836963512338e-01 1.616683621787473601e-01
2.101745341953861498e+03 3.108854659236200968e-01 1.616683046495835108e-01
2.101751611018852600e+03 2.659878059913654003e-01 1.616682470677601458e-01
2.101757879933769345e+03 2.385177453198118469e-01 1.616681894378895479e-01
2.101764148698593999e+03 2.320567989725371705e-01 1.616681317645833893e-01
2.101770417313307917e+03 2.470108333952249491e-01 1.616680740524527038e-01
2.101776685777895182e+03 2.817320229240894980e-01 1.616680163061077480e-01
2.101782954092336695e+03 3.325259078341348262e-01 1.616679585301582511e-01
2.101789222256617450e+03 3.940305460712665853e-01 1.616679007292132486e-01
2.101795490270718346e+03 4.603437298542454315e-01 1.616678429078810542e-01
2.101801758134621650e+03 5.264116504385791817e-01 1.616677850707693431e-01
2.101808025848310990e+03 5.884050462913884560e-01 1.616677272224852080e-01
2.101814293411769086e+03 6.440481909047033326e-01 1.616676693676349363e-01
2.101820560824976837e+03 6.924537727613162552e-01 1.616676115108242884e-01
2.101826828087918329e+03 7.337231677579597600e-01 1.616675536566582749e-01
2.101833095200575372e+03 7.684665610171792505e-01 1.616674958097412962e-01
2.101839362162931138e+03 7.975485276544453939e-01 1.616674379746770307e-01
2.101845628974967894e+03 8.218907891002026345e-01 1.616673801560685741e-01
2.101851895636667905e+03 8.423136868386318366e-01 1.616673223585183006e-01
2.101858162148014344e+03 8.595220213710319523e-01 1.616672645866279179e-01
2.101864428508989022e+03 8.740981173412738503e-01 1.616672068449985511e-01
2.101870694719574658e+03 8.865245730755255682e-01 1.616671491382305204e-01
2.101876960779754882e+03 8.971690149520350488e-01 1.616670914709236462e-01
2.101883226689510593e+03 9.063438906599114997e-01 1.616670338476769442e-01
2.101889492448825422e+03 9.142852893830203387e-01 1.616669762730888471e-01
2.101895758057681633e+03 9.211842251355308875e-01 1.616669187517571216e-01
2.101902023516061945e+03 9.271970994174409952e-01 1.616668612882788125e-01
2.101908288823948169e+03 9.324705780206640204e-01 1.616668038872503821e-01
2.101914553981323479e+03 9.371299426140079492e-01 1.616667465532675985e-01
2.101920818988171050e+03 9.412959665897687733e-01 1.616666892909255082e-01
2.101927083844471781e+03 9.450656101264897080e-01 1.616666321048185750e-01
2.101933348550208848e+03 9.485063275402130234e-01 1.616665749995405410e-01
2.101939613105364970e+03 9.516605956145959277e-01 1.616665179796845653e-01
2.101945877509923321e+03 9.545485394715762517e-01 1.616664610498430299e-01
2.101952141763864802e+03 9.571719065924307879e-01 1.616664042146077618e-01
2.101958405867173497e+03 9.595355304754872305e-01 1.616663474785698107e-01
2.101964673419376140e+03 9.616564047402286208e-01 1.616662908138065957e-01
2.101970947673218689e+03 9.635537294401421704e-01 1.616662341957725846e-01
2.101977211380688004e+03 9.652450573111654997e-01 1.616661777846169767e-01
2.101983474937458141e+03 9.667468123940811120e-01 1.616661214910288802e-01
2.101989738343511362e+03 9.680686455816777114e-01 1.616660653195962360e-01
2.101996001598831299e+03 9.692171637225425185e-01 1.616660092749063471e-01
2.102002264703399305e+03 9.702107751021058490e-01 1.616659533615457389e-01
2.102008527657199011e+03 9.710833588276410744e-01 1.616658975841002988e-01
2.102014790460211771e+03 9.718475166634062967e-01 1.616658419471553865e-01
2.102021053112419850e+03 9.725085028129820675e-01 1.616657864552954738e-01
2.102027315613807332e+03 9.730691558764903437e-01 1.616657311131045605e-01
2.102033577964355118e+03 9.735066096940236946e-01 1.616656759251658970e-01
2.102039840164047291e+03 9.737509620819677636e-01 1.616656208960620122e-01
2.102046102212864298e+03 9.737197517635320931e-01 1.616655660303749076e-01
2.102052364110790222e+03 9.733329759396496250e-01 1.616655113326858351e-01
2.102058625857806874e+03 9.725111106109740611e-01 1.616654568075753529e-01
2.102064887453897427e+03 9.711974906263929341e-01 1.616654024596234362e-01
2.102071148899044147e+03 9.694579187355658600e-01 1.616653482934093111e-01
2.102077410193228388e+03 9.675474197106521679e-01 1.616652943135115650e-01
2.102083671336433326e+03 9.657639394651593712e-01 1.616652405245082025e-01
2.102089932328642135e+03 9.643447833666050073e-01 1.616651869309764511e-01
2.102096193169837079e+03 9.635274916720758531e-01 1.616651335374928722e-01
2.102102453859999059e+03 9.634968417942396668e-01 1.616650803486334442e-01
2.102108714399112159e+03 9.642264929247833516e-01 1.616650273689734241e-01
2.102114974787158189e+03 9.655338558646191505e-01 1.616649746030874579e-01
2.102121235024120324e+03 9.672020894520858558e-01 1.616649220555493871e-01
2.102127495109980373e+03 9.689792496853332215e-01 1.616648697309325533e-01
2.102133755044721511e+03 9.705502204912904718e-01 1.616648176338095488e-01
2.102140014828325093e+03 9.716834121970869820e-01 1.616647657687522721e-01
2.102146274460773384e+03 9.724222244192104458e-01 1.616647141403320664e-01
2.102152533942050013e+03 9.730648467411300295e-01 1.616646627531194425e-01
2.102158793272136791e+03 9.738481824435657463e-01 1.616646116116844112e-01
2.102165052451017345e+03 9.749403903593185650e-01 1.616645607205962065e-01
2.102171311478672123e+03 9.764259366286187625e-01 1.616645100844233962e-01
2.102177570355085209e+03 9.781919911206163887e-01 1.616644597077339929e-01
2.102183829080237956e+03 9.799185603161931768e-01 1.616644095950952043e-01
2.102190087654112631e+03 9.813825326763417900e-01 1.616643597510736274e-01
2.102196346076693317e+03 9.824832826493006266e-01 1.616643101802352211e-01
2.102202604347960460e+03 9.831953682192543509e-01 1.616642608871452502e-01
2.102208862467898143e+03 9.835394446917798961e-01 1.616642118763682578e-01
2.102215120436487723e+03 9.835701296014746076e-01 1.616641631524682599e-01
2.102221378253711009e+03 9.833447313605695461e-01 1.616641147200084394e-01
2.102227635919552540e+03 9.829506766493364411e-01 1.616640665835514246e-01
2.102233893433993671e+03 9.825060942788659268e-01 1.616640187476591217e-01
2.102240150797016668e+03 9.821323953282702357e-01 1.616639712168927989e-01
2.102246408008603339e+03 9.819433278905222995e-01 1.616639239958130581e-01
2.102252667361231488e+03 9.820344309984706532e-01 1.616638770718517581e-01
2.102258938614662384e+03 9.824323809424567733e-01 1.616638303775011776e-01
2.102265195428201878e+03 9.830689519040889390e-01 1.616637841132856079e-01
2.102271452090239563e+03 9.838183316834084868e-01 1.616637381770103243e-01
2.102277708600758615e+03 9.845482283689168668e-01 1.616636925732327090e-01
2.102283964959739478e+03 9.851355534192538510e-01 1.616636473065094504e-01
2.102290221167166237e+03 9.855030888233741182e-01 1.616636023813965983e-01
2.102296477223021611e+03 9.856542254349206500e-01 1.616635578024494535e-01
2.102302733127286956e+03 9.856699354174361938e-01 1.616635135742227614e-01
2.102308988879944081e+03 9.856448121883799596e-01 1.616634697012705735e-01
2.102315244480976617e+03 9.856478452593996353e-01 1.616634261881461920e-01
2.102321499930367281e+03 9.857061279901714324e-01 1.616633830394023086e-01
2.102327755228097885e+03 9.857932980022250380e-01 1.616633402595909486e-01
2.102334010374149784e+03 9.858197617379855782e-01 1.616632978532634712e-01
2.102340265368507062e+03 9.856642251935283650e-01 1.616632558249705143e-01
2.102346520211151528e+03 9.851907420067205212e-01 1.616632141792621324e-01
2.102352774902064539e+03 9.842207988344197078e-01 1.616631729206876589e-01
2.102359029441228813e+03 9.824520496062301156e-01 1.616631320537957051e-01
2.102365283828628435e+03 9.793411381669016036e-01 1.616630915831343274e-01
2.102371538064243850e+03 9.745311885680891795e-01 1.616630515132508328e-01
2.102377792148058688e+03 9.675433805187139136e-01 1.616630118486918621e-01
2.102384046080054759e+03 9.580686621853624629e-01 1.616629725940034457e-01
2.102390299860213418e+03 9.473999482779049686e-01 1.616629337537308642e-01
2.102396553488518748e+03 9.391027434471507229e-01 1.616628953324187601e-01
2.102402806964952106e+03 9.351715714489347020e-01 1.616628573346111375e-01
2.102409060289496665e+03 9.359129464447923930e-01 1.616628197648513066e-01
2.102415313462133781e+03 9.412784083470429053e-01 1.616627826276818558e-01
2.102421566482846629e+03 9.501102612642899903e-01 1.616627459276447909e-01
2.102427819351616563e+03 9.588224040757649114e-01 1.616627096692813681e-01
2.102434072068426303e+03 9.650302368677309284e-01 1.616626738571322608e-01
2.102440324633258570e+03 9.684868854751650380e-01 1.616626384957373930e-01
2.102446577046096081e+03 9.697811090068626516e-01 1.616626035896360225e-01
2.102452829306921103e+03 9.696564489023355993e-01 1.616625691433667966e-01
2.102459081415714536e+03 9.691277727569708178e-01 1.616625351614676409e-01
2.102465333372460464e+03 9.690104440302523825e-01 1.616625016484758148e-01
2.102471585177139787e+03 9.697959248163273704e-01 1.616624686089279395e-01
2.102477836829735224e+03 9.716216803455650641e-01 1.616624360473598865e-01
2.102484088330230861e+03 9.742264447137765071e-01 1.616624039683069447e-01
2.102490339678606688e+03 9.771917794771675103e-01 1.616623723763037090e-01
2.102496590874846333e+03 9.801352254248770768e-01 1.616623412758840528e-01
2.102502846955374480e+03 9.827713938976477825e-01 1.616623106471243854e-01
2.102509111703858707e+03 9.849521003011122433e-01 1.616622804777033406e-01
2.102515362500120773e+03 9.866578275463148140e-01 1.616622508804974045e-01
2.102521613144180719e+03 9.879317570358528977e-01 1.616622217930269445e-01
2.102527863636018992e+03 9.888213688327597284e-01 1.616621932198226974e-01
2.102534113975619675e+03 9.893588843598581928e-01 1.616621651654146230e-01
2.102540364162963670e+03 9.895636662209045253e-01 1.616621376343320426e-01
2.102546614198034604e+03 9.894453234225677463e-01 1.616621106311036393e-01
2.102552864080813833e+03 9.890045970881611304e-01 1.616620841602573744e-01
2.102559113811284078e+03 9.883242704190141614e-01 1.616620582263205430e-01
2.102565363389426693e+03 9.876431246843337952e-01 1.616620328338198298e-01
2.102571612815225762e+03 9.871985639855206385e-01 1.616620079872811422e-01
2.102577862088662641e+03 9.870920205420736782e-01 1.616619836912298047e-01
2.102584111209719140e+03 9.873750825661276043e-01 1.616619599501904203e-01
2.102590360178377523e+03 9.880165014217221486e-01 1.616619367686869535e-01
2.102596608994620965e+03 9.888185711745782758e-01 1.616619141512426749e-01
2.102602857658432185e+03 9.895686078511168882e-01 1.616618921023801336e-01
2.102609106169791630e+03 9.902148543579724072e-01 1.616618706266213512e-01
2.102615354528683383e+03 9.907768476980406414e-01 1.616618497284874889e-01
2.102621602735087890e+03 9.912791677511623156e-01 1.616618294124991251e-01
2.102627850788989235e+03 9.917504768613142341e-01 1.616618096831762275e-01
2.102634098690368319e+03 9.922071607542815030e-01 1.616617905450379866e-01
2.102640346439207860e+03 9.926277343040068590e-01 1.616617720026029548e-01
2.102646594035491034e+03 9.929813832737837132e-01 1.616617540603890457e-01
2.102652841479198742e+03 9.932528166546225057e-01 1.616617367229134239e-01
2.102659088770313701e+03 9.934434408386353388e-01 1.616617199946926431e-01
2.102665335908818633e+03 9.935627976514790349e-01 1.616617038802425910e-01
2.102671582894695803e+03 9.936259898744256303e-01 1.616616883840784058e-01
2.102677829727927019e+03 9.936507409614676600e-01 1.616616735107146430e-01
2.102684076408494548e+03 9.936486158386608203e-01 1.616616592646651085e-01
2.102690322936380653e+03 9.936264765690575596e-01 1.616616456504429700e-01
2.102696569311567600e+03 9.935876584308438453e-01 1.616616326725607289e-01
2.102702815534038109e+03 9.935270517188815598e-01 1.616616203355301928e-01
2.102709061603773534e+03 9.934330004739011510e-01 1.616616086438625033e-01
2.102715307520756596e+03 9.932979134184732883e-01 1.616615976020681078e-01
2.102721553284970469e+03 9.931211693288276576e-01 1.616615872146567878e-01
2.102727812194729268e+03 9.929104565191051446e-01 1.616615774661293581e-01
2.102734065283940708e+03 9.926866119454895721e-01 1.616615683917614066e-01
2.102740310646434409e+03 9.924788016889807274e-01 1.616615599967233530e-01
2.102746555856090254e+03 9.923121866166200178e-01 1.616615522741282063e-01
2.102752800912891416e+03 9.921973255337481756e-01 1.616615452284825560e-01
2.102759045816820162e+03 9.921257218762586927e-01 1.616615388642922702e-01
2.102765290567860120e+03 9.920721544028124894e-01 1.616615331860624949e-01
2.102771535165991281e+03 9.919960877338471761e-01 1.616615281982977659e-01
2.102777779611197275e+03 9.918565982078824117e-01 1.616615239055018971e-01
2.102784023903459456e+03 9.916309004387525716e-01 1.616615203121780642e-01
2.102790268042760545e+03 9.913094065929695109e-01 1.616615174228287211e-01
