# Wlen(nm) Flux Flux_err
1.921796911132694959e+03 -1.705344964880591788e-04 1.016025017918240964e-04
1.921803620606344793e+03 -3.599375392362716354e-04 1.016025017918240964e-04
1.921810159340632254e+03 6.525712396253532076e-04 1.016025017918240964e-04
1.921816800325909981e+03 6.572274047613173732e-04 1.016025017918240964e-04
1.921823407043673114e+03 5.262455445235093452e-04 1.016025017918240964e-04
1.921829979340820273e+03 -1.975657053775094099e-04 1.016025017918240964e-04
1.921836654241711358e+03 4.338989733402305701e-04 1.016025017918240964e-04
1.921843157650932199e+03 -2.035006167873642244e-04 1.016025017918240964e-04
1.921849900934640573e+03 5.673072805714989442e-04 1.016025017918240964e-04
1.921856401585841240e+03 7.522408475014517697e-04 1.016025017918240964e-04
1.921863080791040602e+03 -3.425946133030480971e-04 1.016025017918240964e-04
1.921869647562064301e+03 3.083522191269745050e-04 1.016025017918240964e-04
1.921876257395659422e+03 3.391155585413629762e-04 1.016025017918240964e-04
1.921882893032918673e+03 5.152641049749905923e-04 1.016025017918240964e-04
1.921889433294991704e+03 6.816660141092548229e-04 1.016025017918240964e-04
1.921896137998297718e+03 8.455709387067309954e-05 1.016025017918240964e-04
1.921902637929154253e+03 -3.912800437018583563e-04 1.016025017918240964e-04
1.921909353017137391e+03 -4.600307264088478935e-04 1.016025017918240964e-04
1.921915882177296453e+03 2.266343236097188548e-04 1.016025017918240964e-04
1.921922527209778991e+03 7.036909066791975208e-04 1.016025017918240964e-04
1.921929125919703893e+03 -9.633357350285813266e-05 1.016025017918240964e-04
1.921935700696645426e+03 5.888736119638483682e-04 1.016025017918240964e-04
1.921942369156270388e+03 4.006340109900946578e-04 1.016025017918240964e-04
1.921948873477593452e+03 1.041080112985868925e-03 1.016025017918240964e-04
1.921955611886889301e+03 8.163092308873627027e-04 1.016025017918240964e-04
1.921962110885016273e+03 -2.341121168032892874e-05 1.016025017918240964e-04
1.921968788777363670e+03 3.028007438060968345e-04 1.016025017918240964e-04
1.921975352897713719e+03 3.618882598729854239e-04 1.016025017918240964e-04
1.921981959850075782e+03 7.050684484792139363e-04 1.016025017918240964e-04
1.921988594404203013e+03 6.456091980971050224e-04 1.016025017918240964e-04
1.921995130216380403e+03 6.246598329373839525e-04 1.016025017918240964e-04
1.922001835404377971e+03 9.084307423434788984e-04 1.016025017918240964e-04
1.922008333680866599e+03 7.260427111584470032e-04 1.016025017918240964e-04
1.922015042092595650e+03 4.808207262017044777e-04 1.016025017918240964e-04
1.922021573962589173e+03 3.885933148107307720e-04 1.016025017918240964e-04
1.922028210749464733e+03 5.367778699938064889e-04 1.016025017918240964e-04
1.922034813737736840e+03 5.030062192547649124e-04 1.016025017918240964e-04
1.922041378699436109e+03 8.116802397927416063e-04 1.016025017918240964e-04
1.922048053006202736e+03 4.405706674204823707e-04 1.016025017918240964e-04
1.922054550560487542e+03 7.935371982453955520e-04 1.016025017918240964e-04
1.922061287149651207e+03 2.126400204652228293e-04 1.016025017918240964e-04
1.922067789109969453e+03 8.122293864240648711e-04 1.016025017918240964e-04
1.922074453388986740e+03 9.204874632478387414e-04 1.016025017918240964e-04
1.922081027152508796e+03 7.423116085117504844e-04 1.016025017918240964e-04
1.922087618920934347e+03 4.747229415541576788e-04 1.016025017918240964e-04
1.922094264687999612e+03 5.940467714301428392e-04 1.016025017918240964e-04
1.922100783745351919e+03 1.206289692906294472e-04 1.016025017918240964e-04
1.922107501716335264e+03 8.566266198386745081e-04 1.016025017918240964e-04
1.922113998335489441e+03 1.037360428960486898e-03 1.016025017918240964e-04
1.922120687762812622e+03 8.678064325899567406e-04 1.016025017918240964e-04
1.922127234644154441e+03 1.008956515323968916e-03 1.016025017918240964e-04
1.922133850875045027e+03 8.144859556615742817e-04 1.016025017918240964e-04
1.922140470445402798e+03 9.890642365560323602e-04 1.016025017918240964e-04
1.922147013279255816e+03 7.963991542403654235e-04 1.016025017918240964e-04
1.922153705739128554e+03 3.043656050932815960e-04 1.016025017918240964e-04
1.922160201634781515e+03 5.153854955514007357e-04 1.016025017918240964e-04
1.922166913865109109e+03 8.257694670977022743e-04 1.016025017918240964e-04
1.922173436208303883e+03 3.970211502227544349e-04 1.016025017918240964e-04
1.922180074555933061e+03 9.049262569732780676e-04 1.016025017918240964e-04
1.922186670274042172e+03 7.244544033551233086e-04 1.016025017918240964e-04
1.922193234538243814e+03 6.753776895007387393e-04 1.016025017918240964e-04
1.922199903831889287e+03 9.235213389069988829e-04 1.016025017918240964e-04
1.922206399003474417e+03 -6.540117249883492447e-05 1.016025017918240964e-04
1.922213131690039972e+03 5.449288457461799826e-04 1.016025017918240964e-04
1.922219631840585862e+03 -9.712966008060414656e-05 1.016025017918240964e-04
1.922226289957759718e+03 3.794722590645049844e-04 1.016025017918240964e-04
1.922232864169544200e+03 -3.105181985334899654e-04 1.016025017918240964e-04
1.922239447516475138e+03 3.955570515533306090e-06 1.016025017918240964e-04
1.922246095990243703e+03 4.680926940898358759e-04 1.016025017918240964e-04
1.922252604366044125e+03 2.405405829542126776e-04 1.016025017918240964e-04
1.922259327302577049e+03 2.401103492753191195e-04 1.016025017918240964e-04
1.922265821536623434e+03 -1.459319182363670922e-04 1.016025017918240964e-04
1.922272497074681269e+03 1.814051631497858247e-04 1.016025017918240964e-04
1.922279052127533078e+03 1.923030760595072219e-04 1.016025017918240964e-04
1.922285652208105830e+03 2.117202583552137542e-04 1.016025017918240964e-04
1.922292282209814630e+03 4.406204501495520395e-04 1.016025017918240964e-04
1.922298806631891011e+03 6.812491506159595736e-04 1.016025017918240964e-04
1.922305511783361681e+03 3.709722119764693213e-04 1.016025017918240964e-04
1.922312005292039430e+03 6.588731669715148804e-04 1.016025017918240964e-04
1.922318695900849661e+03 6.617309834262441069e-04 1.016025017918240964e-04
1.922325234143628450e+03 1.124366548838655203e-03 1.016025017918240964e-04
1.922331848607286020e+03 1.133116906412549602e-03 1.016025017918240964e-04
1.922338462486221260e+03 5.948718856174431673e-04 1.016025017918240964e-04
1.922345000603590734e+03 1.051066628396773658e-03 1.016025017918240964e-04
1.922351690319709405e+03 5.172008056490247016e-04 1.016025017918240964e-04
1.922358183102450312e+03 1.243824916655666664e-03 1.016025017918240964e-04
1.922364886430412298e+03 1.127830745112573443e-03 1.016025017918240964e-04
1.922371410213446779e+03 1.121193199050997836e-03 1.016025017918240964e-04
1.922378036708161972e+03 4.110006513710440863e-04 1.016025017918240964e-04
1.922384636815077783e+03 6.794266208609430705e-04 1.016025017918240964e-04
1.922391186275285690e+03 1.004820426751949769e-03 1.016025017918240964e-04
1.922397862907236458e+03 9.288901719590620396e-04 1.016025017918240964e-04
1.922404354963470951e+03 8.566058706957611251e-04 1.016025017918240964e-04
1.922411068657512942e+03 8.217485276370584688e-04 1.016025017918240964e-04
1.922417580332602483e+03 9.150296961693267592e-04 1.016025017918240964e-04
1.922424216504874948e+03 1.051029626974262204e-03 1.016025017918240964e-04
1.922430805191998843e+03 9.914450741227663882e-04 1.016025017918240964e-04
1.922437363641118736e+03 3.360514289083581284e-04 1.016025017918240964e-04
1.922444029541552709e+03 1.077924592611851371e-03 1.016025017918240964e-04
1.922450520870712353e+03 7.370746534413796704e-04 1.016025017918240964e-04
1.922457242576289218e+03 6.984302520938140239e-04 1.016025017918240964e-04
1.922463744496704521e+03 8.214631020761030281e-04 1.016025017918240964e-04
1.922470387991562575e+03 5.328941381379838100e-04 1.016025017918240964e-04
1.922476967612592262e+03 9.156105401042514405e-04 1.016025017918240964e-04
1.922483532695224540e+03 8.147590217789314922e-04 1.016025017918240964e-04
1.922490190218268026e+03 7.443459183337068109e-04 1.016025017918240964e-04
1.922496680819781659e+03 3.798293300439499996e-04 1.016025017918240964e-04
1.922503408180875340e+03 6.911258158391849534e-04 1.016025017918240964e-04
1.922509902701360261e+03 1.252085692932356897e-03 1.016025017918240964e-04
1.922516551162358382e+03 1.007280527452925024e-03 1.016025017918240964e-04
1.922523124072464498e+03 1.373537765505068167e-03 1.016025017918240964e-04
1.922529693431735041e+03 1.535604612415444187e-03 1.016025017918240964e-04
1.922536344932986367e+03 1.048471809238055294e-03 1.016025017918240964e-04
1.922542834988862978e+03 8.778302349920807154e-04 1.016025017918240964e-04
1.922549565282818548e+03 1.057904781783475549e-03 1.016025017918240964e-04
1.922556054942173432e+03 1.374656982590309606e-03 1.016025017918240964e-04
1.922562706011389764e+03 1.504746786835386074e-03 1.016025017918240964e-04
1.922569274567217690e+03 1.748489659508730169e-03 1.016025017918240964e-04
1.922575845844777632e+03 1.418362270757594999e-03 1.016025017918240964e-04
1.922582493681308961e+03 1.404033965935984904e-03 1.016025017918240964e-04
1.922588984965421560e+03 1.125670234844804033e-03 1.016025017918240964e-04
1.922595712284341062e+03 1.032620615395885878e-03 1.016025017918240964e-04
1.922602201214743673e+03 9.339908787309474840e-04 1.016025017918240964e-04
1.922608852532780929e+03 1.229042799389255813e-03 1.016025017918240964e-04
1.922615419092451020e+03 1.165399353468168919e-03 1.016025017918240964e-04
1.922621989928474250e+03 1.270814086754896337e-03 1.016025017918240964e-04
1.922628636458834990e+03 9.596868481901411289e-04 1.016025017918240964e-04
1.922635126610928637e+03 1.249453025821731450e-03 1.016025017918240964e-04
1.922641853313788715e+03 1.435819198787606455e-03 1.016025017918240964e-04
1.922648341514667663e+03 1.515253410771877059e-03 1.016025017918240964e-04
1.922654990720651313e+03 7.794846260269813320e-04 1.016025017918240964e-04
1.922661557643760034e+03 9.214967426420712666e-04 1.016025017918240964e-04
1.922668125676943191e+03 9.731264441164817021e-04 1.016025017918240964e-04
1.922674773261157952e+03 1.431844575093081055e-03 1.016025017918240964e-04
1.922681260946382736e+03 1.080297834581384498e-03 1.016025017918240964e-04
1.922687987339847950e+03 8.408354576628776023e-04 1.016025017918240964e-04
1.922694475837538448e+03 8.810062836936628956e-04 1.016025017918240964e-04
1.922701120569116028e+03 1.118527570236187499e-03 1.016025017918240964e-04
1.922707690216736637e+03 8.144287204084897690e-04 1.016025017918240964e-04
1.922714253084298434e+03 8.443365462889692490e-04 1.016025017918240964e-04
1.922720904083869755e+03 3.660081349674381822e-04 1.016025017918240964e-04
1.922727391038593396e+03 6.419226712105928143e-04 1.016025017918240964e-04
1.922734111285340759e+03 6.797045298186231606e-04 1.016025017918240964e-04
1.922740604178946569e+03 1.401288283477250284e-05 1.016025017918240964e-04
1.922747242072285417e+03 -2.767785138902985993e-05 1.016025017918240964e-04
1.922753816806970690e+03 2.663175865576476319e-04 1.016025017918240964e-04
1.922760372144648954e+03 2.276340719573036371e-04 1.016025017918240964e-04
1.922767028922558666e+03 8.154051351921733776e-04 1.016025017918240964e-04
1.922773515146208183e+03 -4.721927210226293734e-04 1.016025017918240964e-04
1.922780226881354110e+03 4.781171448293815908e-05 1.016025017918240964e-04
1.922786726534478248e+03 4.020114640055915284e-05 1.016025017918240964e-04
1.922793355224265269e+03 2.335471440558257181e-04 1.016025017918240964e-04
1.922799937410047505e+03 2.109624135020583629e-04 1.016025017918240964e-04
1.922806482852098725e+03 1.878058594482340791e-04 1.016025017918240964e-04
1.922813147772809316e+03 -5.367699839110874480e-05 1.016025017918240964e-04
1.922819633264811728e+03 -2.941879994460130454e-04 1.016025017918240964e-04
1.922826334121990840e+03 -2.322520370525936982e-04 1.016025017918240964e-04
1.922832842899716752e+03 -9.580809077967324951e-05 1.016025017918240964e-04
1.922839460019157286e+03 1.463436915660411697e-06 1.016025017918240964e-04
1.922846052021549667e+03 -3.329153302413069906e-04 1.016025017918240964e-04
1.922852585200748763e+03 -2.806984143987575659e-04 1.016025017918240964e-04
1.922859260630201788e+03 -7.768617113416791380e-05 1.016025017918240964e-04
1.922865745389984340e+03 -3.968919708597683032e-04 1.016025017918240964e-04
1.922872433001349236e+03 -5.710958683137551736e-05 1.016025017918240964e-04
1.922878953270241709e+03 3.027019838559336811e-04 1.016025017918240964e-04
1.922885556451057710e+03 5.038346935729899351e-04 1.016025017918240964e-04
1.922892160637054758e+03 4.133764682691266207e-04 1.016025017918240964e-04
1.922898679184694629e+03 5.947638421903541283e-04 1.016025017918240964e-04
1.922905367490315712e+03 2.722741091212261362e-04 1.016025017918240964e-04
1.922911851517303376e+03 3.822989008623355663e-04 1.016025017918240964e-04
1.922918523513523269e+03 -1.298142134627251580e-04 1.016025017918240964e-04
1.922925057641630247e+03 4.143764886565600857e-04 1.016025017918240964e-04
1.922931644514059599e+03 -3.933113710931213086e-05 1.016025017918240964e-04
1.922938263252139677e+03 2.606087758339588269e-04 1.016025017918240964e-04
1.922944764798027109e+03 -1.728174912407904677e-06 1.016025017918240964e-04
1.922951468348724347e+03 2.521513137126915041e-04 1.016025017918240964e-04
1.922957951642344142e+03 1.435004965632959259e-04 1.016025017918240964e-04
1.922964605652602131e+03 -1.757246935130919654e-04 1.016025017918240964e-04
1.922971156009454717e+03 8.155399326207914926e-05 1.016025017918240964e-04
1.922977724202251238e+03 3.421683667777558526e-04 1.016025017918240964e-04
1.922984359862375868e+03 -2.078290701993994129e-04 1.016025017918240964e-04
1.922990842637611649e+03 4.920944667060403455e-04 1.016025017918240964e-04
1.922997562598206059e+03 9.530040248469032063e-04 1.016025017918240964e-04
1.923004045760675808e+03 6.751558920887254641e-04 1.016025017918240964e-04
1.923010679412671152e+03 8.505758710043346367e-04 1.016025017918240964e-04
1.923017248369285426e+03 9.849810829007149462e-04 1.016025017918240964e-04
1.923023795509715228e+03 1.153343986374152095e-03 1.016025017918240964e-04
1.923030450463332045e+03 1.438353898356395854e-03 1.016025017918240964e-04
1.923036932504216793e+03 1.175292684501809707e-03 1.016025017918240964e-04
1.923043630427168637e+03 1.620192394891373190e-03 1.016025017918240964e-04
1.923050133867865952e+03 1.429503237600030082e-03 1.016025017918240964e-04
1.923056744787809293e+03 1.684152932108264663e-03 1.016025017918240964e-04
1.923063334716688132e+03 1.961002558239496613e-03 1.016025017918240964e-04
1.923069858430530530e+03 1.818373693758443353e-03 1.016025017918240964e-04
1.923076535050573966e+03 1.443410466697798902e-03 1.016025017918240964e-04
1.923083016356531289e+03 1.945029792945920325e-03 1.016025017918240964e-04
1.923089689866995286e+03 1.157393310474721720e-03 1.016025017918240964e-04
1.923096215959479423e+03 9.644608165384786422e-04 1.016025017918240964e-04
1.923102801772092789e+03 1.312061663894897824e-03 1.016025017918240964e-04
1.923109415047226094e+03 1.454061227931936762e-03 1.016025017918240964e-04
1.923115912958772242e+03 2.376732309442850574e-03 1.016025017918240964e-04
1.923122613619663070e+03 1.906529622624083924e-03 1.016025017918240964e-04
1.923129094190117712e+03 1.884693231706178118e-03 1.016025017918240964e-04
1.923135740911759285e+03 1.573746728728394901e-03 1.016025017918240964e-04
1.923142292031075613e+03 1.799310844137589184e-03 1.016025017918240964e-04
1.923148850359593325e+03 1.771036087778795872e-03 1.016025017918240964e-04
1.923155489356458929e+03 1.513199358749685568e-03 1.016025017918240964e-04
1.923161969407013657e+03 2.017526771269045980e-03 1.016025017918240964e-04
1.923168675847407485e+03 1.655329997018183162e-03 1.016025017918240964e-04
1.923175166000533181e+03 2.335562114482505301e-03 1.016025017918240964e-04
1.923181783555528455e+03 1.372144761604933687e-03 1.016025017918240964e-04
1.923188362078212094e+03 1.550454708061956878e-03 1.016025017918240964e-04
1.923194890544376904e+03 1.530840606089289326e-03 1.016025017918240964e-04
1.923201557639942394e+03 2.355216491541087601e-03 1.016025017918240964e-04
1.923208036954008094e+03 1.307935810498269498e-03 1.016025017918240964e-04
1.923214712544452823e+03 1.685175826143478408e-03 1.016025017918240964e-04
1.923221231783332996e+03 1.518256451271049771e-03 1.016025017918240964e-04
1.923227817792364704e+03 1.205210963505720266e-03 1.016025017918240964e-04
1.923234426096442803e+03 1.240086683503528135e-03 1.016025017918240964e-04
1.923240922320505433e+03 1.427389348083871017e-03 1.016025017918240964e-04
1.923247619893229285e+03 1.919430472613820222e-03 1.016025017918240964e-04
1.923254098470229337e+03 1.492727828725973812e-03 1.016025017918240964e-04
1.923260740830349505e+03 1.438507403433192779e-03 1.016025017918240964e-04
1.923267291534068590e+03 1.339232694748535273e-03 1.016025017918240964e-04
1.923273843616329486e+03 1.472848248154559093e-03 1.016025017918240964e-04
1.923280484081317809e+03 1.065861187707800887e-03 1.016025017918240964e-04
1.923286962137308592e+03 1.269885314087521727e-03 1.016025017918240964e-04
1.923293659656202863e+03 1.837721889227209721e-03 1.016025017918240964e-04
1.923300153951225639e+03 1.663062188255101919e-03 1.016025017918240964e-04
1.923306760699152846e+03 1.676782526445959017e-03 1.016025017918240964e-04
1.923313345248287078e+03 1.119876313009541364e-03 1.016025017918240964e-04
1.923319861021474480e+03 1.331158650883827125e-03 1.016025017918240964e-04
1.923326536028383771e+03 7.348098736015446246e-04 1.016025017918240964e-04
1.923333013346320968e+03 1.345816696324688344e-03 1.016025017918240964e-04
1.923339673566847523e+03 9.612467234438756792e-04 1.016025017918240964e-04
1.923346203392542748e+03 1.118702787662416475e-03 1.016025017918240964e-04
1.923352772144913843e+03 5.916158443782583735e-04 1.016025017918240964e-04
1.923359392921533527e+03 9.614988508405816672e-04 1.016025017918240964e-04
1.923365870001852045e+03 1.522594354093266154e-03 1.016025017918240964e-04
1.923372581933184847e+03 1.214721136807705342e-03 1.016025017918240964e-04
1.923379058512489564e+03 9.822142492458361268e-04 1.016025017918240964e-04
1.923385679050223416e+03 1.041177648844646315e-03 1.016025017918240964e-04
1.923392246789722094e+03 1.059275064011882747e-03 1.016025017918240964e-04
1.923398775161679396e+03 1.260419312811320502e-03 1.016025017918240964e-04
1.923405434549348684e+03 1.011546439058383070e-03 1.016025017918240964e-04
1.923411910606532274e+03 9.001690284793607225e-04 1.016025017918240964e-04
1.923418581735274074e+03 6.438954136260393582e-04 1.016025017918240964e-04
1.923425097631353765e+03 7.811291834550181936e-04 1.016025017918240964e-04
1.923431676100374943e+03 1.137239286184283044e-03 1.016025017918240964e-04
1.923438284138303288e+03 1.150865965961078751e-03 1.016025017918240964e-04
1.923444769743491406e+03 3.019716026599046188e-04 1.016025017918240964e-04
1.923451470127270568e+03 2.528641687065240622e-04 1.016025017918240964e-04
1.923457945444831694e+03 5.236354899479949863e-04 1.016025017918240964e-04
1.923464572815806378e+03 7.365143870022484605e-04 1.016025017918240964e-04
1.923471130698450679e+03 5.167070325891210021e-04 1.016025017918240964e-04
1.923477664711341049e+03 1.369160240977054137e-04 1.016025017918240964e-04
1.923484315433820711e+03 7.874005657960351894e-04 1.016025017918240964e-04
1.923490790228557444e+03 1.690344460616615742e-04 1.016025017918240964e-04
1.923497465305839569e+03 3.418311895578367808e-04 1.016025017918240964e-04
1.923503974228192192e+03 7.670056226267833212e-04 1.016025017918240964e-04
1.923510555452918652e+03 2.224681607393437629e-04 1.016025017918240964e-04
1.923517157709311732e+03 -1.462746272691455636e-04 1.016025017918240964e-04
1.923523644877154311e+03 -4.800790372220739566e-04 1.016025017918240964e-04
1.923530340671806925e+03 7.271438459886158312e-05 1.016025017918240964e-04
1.923536814725929844e+03 3.194921854249549008e-04 1.016025017918240964e-04
1.923543441966090541e+03 -2.232651332771408404e-04 1.016025017918240964e-04
1.923549996952144511e+03 -1.268654764430242061e-04 1.016025017918240964e-04
1.923556529640641202e+03 -3.779250768504359382e-04 1.016025017918240964e-04
1.923563178659467894e+03 1.086030637152247366e-04 1.016025017918240964e-04
1.923569652190062470e+03 1.076331225638266323e-04 1.016025017918240964e-04
1.923576324248718720e+03 3.641987356340422731e-04 1.016025017918240964e-04
1.923582833160718337e+03 4.293753964876802676e-04 1.016025017918240964e-04
1.923589410172711268e+03 9.488439602468950421e-05 1.016025017918240964e-04
1.923596013612214847e+03 7.698457901914899449e-04 1.016025017918240964e-04
1.923602495373000465e+03 1.112159490583997378e-04 1.016025017918240964e-04
1.923609193544443542e+03 -2.718432679076254656e-04 1.016025017918240964e-04
1.923615666333431818e+03 -1.661032160808425281e-04 1.016025017918240964e-04
1.923622286471226289e+03 5.091867495342501096e-04 1.016025017918240964e-04
1.923628845528447755e+03 -4.228166985308449006e-05 1.016025017918240964e-04
1.923635369919725463e+03 8.553348323358987107e-05 1.016025017918240964e-04
1.923642024203927804e+03 -2.238465198913702271e-04 1.016025017918240964e-04
1.923648496468683106e+03 7.463072012217136168e-05 1.016025017918240964e-04
1.923655158534045086e+03 -2.843543589101059626e-04 1.016025017918240964e-04
1.923661674406563179e+03 -2.503705762200741274e-04 1.016025017918240964e-04
1.923668240229880439e+03 2.619311794965698123e-04 1.016025017918240964e-04
1.923674851824639290e+03 4.771798429027271555e-04 1.016025017918240964e-04
1.923681323564868762e+03 -4.084044916758730858e-05 1.016025017918240964e-04
1.923688026359028072e+03 -1.026456803681305587e-04 1.016025017918240964e-04
1.923694500244957453e+03 5.968086942293874056e-04 1.016025017918240964e-04
1.923701106301323762e+03 3.296792565495120886e-04 1.016025017918240964e-04
1.923707676404974336e+03 1.652818146662052420e-04 1.016025017918240964e-04
1.923714185518697377e+03 3.494094023211181130e-04 1.016025017918240964e-04
1.923720852044810499e+03 5.138531854365269071e-04 1.016025017918240964e-04
1.923727323042026455e+03 -2.205264103167746935e-04 1.016025017918240964e-04
1.923733968131913116e+03 -1.117515077622985780e-04 1.016025017918240964e-04
1.923740497943328364e+03 1.006528660019037440e-04 1.016025017918240964e-04
1.923747045594513565e+03 -1.806953508970177705e-06 1.016025017918240964e-04
1.923753672324180798e+03 -3.616958328195467635e-04 1.016025017918240964e-04
1.923760142796165155e+03 -4.095991138282415031e-04 1.016025017918240964e-04
1.923766825719505505e+03 -7.000063007582056455e-04 1.016025017918240964e-04
1.923773316438095890e+03 -1.246464568700602423e-04 1.016025017918240964e-04
1.923779901426456490e+03 3.884894996488831267e-05 1.016025017918240964e-04
1.923786489559308393e+03 -2.781251559551508093e-04 1.016025017918240964e-04
1.923792976407622064e+03 -3.039919838182912485e-04 1.016025017918240964e-04
1.923799662159694662e+03 -1.665334298354484161e-04 1.016025017918240964e-04
1.923806131887670062e+03 -1.090859294676281923e-04 1.016025017918240964e-04
1.923812753012379289e+03 1.185470420433481241e-05 1.016025017918240964e-04
1.923819303748586663e+03 3.227770721448446805e-04 1.016025017918240964e-04
1.923825826236660532e+03 -1.329498832422960507e-04 1.016025017918240964e-04
1.923832475088407364e+03 1.907049755386063666e-04 1.016025017918240964e-04
1.923838944290444033e+03 4.172069946520761872e-04 1.016025017918240964e-04
1.923845600350137147e+03 -1.736907118919348589e-04 1.016025017918240964e-04
1.923852114890407165e+03 2.360504091365701819e-04 1.016025017918240964e-04
1.923858671816655260e+03 3.180715346498925121e-04 1.016025017918240964e-04
1.923865284969006098e+03 -2.334811429431233308e-04 1.016025017918240964e-04
1.923871753644809814e+03 -1.668516200622499233e-04 1.016025017918240964e-04
1.923878443437581609e+03 -3.904064332173691932e-04 1.016025017918240964e-04
